song_name,artist_name,id,type,part,version,votes,rating,difficulty,tuning,capo,url_web,upload_date,upload_year,chart_year,genre,main_key,bpm,song_structure,has_intro,has_verse,has_chorus,has_pre_chorus,has_bridge,has_outro,has_solo,has_interlude,chord_1,chord_1_count,chord_2,chord_2_count,chord_3,chord_3_count,all_chords_summary,complexity,repetition,melodicness,energy,finger_movement,disruption,root_stability,intra_root_variation,harmonic_palette,loop_strength,structure_variation,playability,harmonic_softness
Call Me,Blondie,1741373,Bass Tabs,,1,61,4.67816,novice,E A D G,0,https://tabs.ultimate-guitar.com/tab/blondie/call-me-bass-1741373,2015-06-05,2015,1980,rock,,,"Intro, Verse 1, Chorus, Verse 2, Chorus, Bridge",1,1,1,0,1,0,0,0,,0,,0,,0,,0.14296556619734885,0.9863360845066278,0.970401909607155,1.0,0.07708581600976888,0.029598090392845017,0.9018993394241662,0.0,0.625,0.0,0.5,0.8570344338026512,0.6875
Cant Feel My Face,The Weeknd,1743965,Bass Tabs,,1,66,4.36814,novice,E A D G,0,https://tabs.ultimate-guitar.com/tab/the-weeknd/cant-feel-my-face-bass-1743965,2015-06-11,2015,2015,pop,,,"Verse 1/Hook 1/Bridge, Chorus/Rest of the song",0,1,1,0,1,0,0,0,,0,,0,,0,,0.11871516164994425,0.9219620958751393,0.7135701440078348,1.0,0.27061315496098104,0.28642985599216514,0.7503901895206243,0.0,0.5,0.0,0.16666666666666666,0.8812848383500558,0.8333333333333333
Cant Fight This Feeling,REO Speedwagon,3408,Bass Tabs,,1,19,4.92745,,E A D G,0,https://tabs.ultimate-guitar.com/tab/reo-speedwagon/cant-fight-this-feeling-bass-3408,2001-10-31,2001,1985,rock,,,,0,0,0,0,0,0,0,0,,0,,0,,0,,,,,,,,,,,,,,
Cant Stop Lovin You,Van Halen,772519,Bass Tabs,,1,11,4.74316,,E A D G,0,https://tabs.ultimate-guitar.com/tab/van-halen/cant-stop-lovin-you-bass-772519,2009-01-10,2009,1995,rock,,,,0,0,0,0,0,0,0,0,,0,,0,,0,,,,,,,,,,,,,,
Careless Whisper,George Michael,3076049,Bass Tabs,,2,30,4.86073,novice,E A D G,0,https://tabs.ultimate-guitar.com/tab/george-michael/careless-whisper-bass-3076049,2020-04-09,2020,1985,pop,,,"Intro, Solo, Verse, Chorus, Verse, Solo 2, Bridge",0,0,0,0,0,0,0,0,,0,,0,,0,,0.26165386642572097,0.9083653339356976,0.5111218438855453,1.0,0.3055793991416309,0.48887815611445473,0.6164821926059785,0.0,1.0,0.0,0.5,0.738346133574279,0.625
Carnival,Natalie Merchant,2625558,Bass Tabs,,1,12,4.8936,intermediate,E A D G,0,https://tabs.ultimate-guitar.com/tab/natalie-merchant/carnival-bass-2625558,2019-03-07,2019,1995,folk,,,"youtube, /youtube",0,0,0,0,0,0,0,0,,0,,0,,0,,,,,,,,,,,,,,
Cars,Gary Numan,420266,Bass Tabs,,1,60,4.78419,novice,E A D G,0,https://tabs.ultimate-guitar.com/tab/gary-numan/cars-bass-420266,2006-10-05,2006,1980,rock,,,"Main riff, ------12, 10-12---",0,0,0,0,0,0,0,0,,0,,0,,0,,0.21572193355377106,0.9606951661155724,0.22309750297265157,1.0,0.4914462289403243,0.7769024970273484,0.5582979058415998,0.0,0.9375,0.0,0.6666666666666667,0.784278066446229,0.6666666666666666
Caught Up,Usher,1020866,Bass Tabs,,1,0,0.0,,E A D G,0,https://tabs.ultimate-guitar.com/tab/usher/caught-up-bass-1020866,2011-02-10,2011,2005,pop,,,,0,0,0,0,0,0,0,0,,0,,0,,0,,0.2551724137931034,0.8620689655172413,0.406064209274673,1.0,0.34827586206896555,0.593935790725327,0.5344827586206897,0.0,1.0,0.0,0.0,0.7448275862068966,0.6666666666666667
Centuries,Fall Out Boy,1519107,Bass Tabs,,3,13,4.77529,novice,E A D G,0,https://tabs.ultimate-guitar.com/tab/fall-out-boy/centuries-bass-1519107,2014-09-10,2014,2015,rock,,,,0,0,0,0,0,0,0,0,,0,,0,,0,,0.21399999129835923,0.9858333550874351,0.9689082299673889,1.0,0.20129123078847422,0.03109177003261111,0.9658784146352147,0.0,0.875,0.0,0.0,0.7860000087016408,0.6527777777777778
Chandelier,Sia,1801286,Bass Tabs,,1,13,4.58776,novice,E A D G,0,https://tabs.ultimate-guitar.com/tab/sia/chandelier-bass-1801286,2016-01-08,2016,2015,pop,,,"Pre-Chorus, Chorus, Post-Chorus",0,0,1,1,0,0,0,0,,0,,0,,0,,0.09018987341772151,0.9620253164556962,1.0,1.0,0.05569620253164557,0.0,1.0,0.0,0.375,0.0,0.5,0.9098101265822784,0.8333333333333334
Cheerleader Felix Jaehn Remix,Omi,1767029,Bass Tabs,,1,0,0.0,novice,E A D G,0,https://tabs.ultimate-guitar.com/tab/omi/cheerleader-felix-jaehn-remix-bass-1767029,2015-09-14,2015,2015,reggae & ska,,,,0,0,0,0,0,0,0,0,,0,,0,,0,,0.18047945205479454,0.9863013698630136,0.4705698379933697,1.0,0.5461187214611872,0.5294301620066303,0.7899543378995434,0.0,0.375,0.0,0.0,0.8195205479452055,0.7083333333333333
Cherish,Kool & the Gang,990814,Bass Tabs,,1,8,4.67309,intermediate,E A D G,0,https://tabs.ultimate-guitar.com/tab/kool-the-gang/cherish-bass-990814,2010-09-28,2010,1985,r&b funk & soul,,,,0,0,0,0,0,0,0,0,,0,,0,,0,,0.20875,0.978125,1.0,1.0,0.08875,0.0,1.0,0.0,0.875,0.0,0.0,0.79125,0.625
Circles,Post Malone,2811833,Bass Tabs,,2,70,4.74522,novice,E A D G,0,https://tabs.ultimate-guitar.com/tab/post-malone/circles-bass-2811833,2019-09-05,2019,2020,rock,,,Outro,0,0,0,0,0,0,0,0,,0,,0,,0,,0.20979734058625366,0.8817566485343658,0.8925306779101683,1.0,0.22598487786886734,0.1074693220898317,0.8913440160376926,0.0,0.65625,0.0,0.16666666666666666,0.7902026594137462,0.6875
Close To You,Maxi Priest,2265265,Bass Tabs,,1,3,4.734,intermediate,E A D G,0,https://tabs.ultimate-guitar.com/tab/maxi-priest/close-to-you-bass-2265265,2017-12-26,2017,1990,reggae & ska,,,"Intro, Verse, Chorus, Pre Chorus, Chorus 2, Verse 2 - No Bass, Verse 3, Chorus 3, Pre Chorus 2, Chorus 4, Intro 2/Solo, Verse 4, Chorus 5, End, Lyrics",1,1,1,1,0,0,1,0,,0,,0,,0,,0.12779329608938547,0.9930167597765364,0.5073577603695265,1.0,0.4,0.4926422396304735,0.7122905027932961,0.0,0.625,0.0,1.0,0.8722067039106145,0.625
Collide,Howie Day,271326,Bass Tabs,,1,4,4.62914,,E A D G,0,https://tabs.ultimate-guitar.com/tab/howie-day/collide-bass-271326,2005-11-14,2005,2005,rock,,,,0,0,0,0,0,0,0,0,,0,,0,,0,,0.21646825396825398,0.8650793650793651,0.5633520898071163,1.0,0.34656084656084657,0.43664791019288374,0.701058201058201,0.0,0.5625,0.0,0.0,0.783531746031746,0.7291666666666667
Come And Go,Juice WRLD,3406211,Bass Tabs,,1,0,0.0,,E A D G,0,https://tabs.ultimate-guitar.com/tab/juice-wrld/come-and-go-bass-3406211,2020-11-07,2020,2020,hip hop,,,,0,0,0,0,0,0,0,0,,0,,0,,0,,0.13636363636363635,0.9090909090909091,0.6239669421487604,1.0,0.5045454545454546,0.3760330578512397,0.8409090909090909,0.0,0.5,0.0,0.0,0.8636363636363636,0.7916666666666666
Coming Up,Paul McCartney,505541,Bass Tabs,,2,3,4.734,,E A D G,0,https://tabs.ultimate-guitar.com/tab/paul-mccartney/coming-up-bass-505541,2007-04-20,2007,1980,rock,,,abababab41@hotmail.com,0,0,0,0,0,0,0,0,,0,,0,,0,,0.2323258959450557,0.9816852601373607,0.04754962417915191,1.0,0.503553084813474,0.952450375820848,0.45884443145223613,0.0,1.0,0.0,0.0,0.7676741040549443,0.625
Cool,Gwen Stefani,886386,Bass Tabs,,1,0,0.0,novice,D A D G,0,https://tabs.ultimate-guitar.com/tab/gwen-stefani/cool-bass-886386,2009-10-26,2009,2005,pop,,,,0,0,0,0,0,0,0,0,,0,,0,,0,,0.13333333333333333,0.9791666666666666,0.9758873456790124,1.0,0.08333333333333334,0.024112654320987654,0.9305555555555556,0.0,0.375,0.0,0.0,0.8666666666666667,0.7916666666666666
Cooler Than Me,Mike Posner,997653,Bass Tabs,,1,7,4.04037,novice,E A D G,0,https://tabs.ultimate-guitar.com/tab/mike-posner/cooler-than-me-bass-997653,2010-10-22,2010,2010,pop,,,,0,0,0,0,0,0,0,0,,0,,0,,0,,0.1378342245989305,0.9679144385026738,0.9941662615459407,1.0,0.0427807486631016,0.005833738454059311,0.9679144385026738,0.0,0.75,0.0,0.0,0.8621657754010695,0.7083333333333333
Coward Of The County,Kenny Rogers,3510674,Bass Tabs,,1,0,0.0,intermediate,E A D G,0,https://tabs.ultimate-guitar.com/tab/kenny-rogers/coward-of-the-county-bass-3510674,2021-01-12,2021,1980,country,,,,0,0,0,0,0,0,0,0,,0,,0,,0,,0.18503134796238246,0.9749216300940439,0.6436748852703884,1.0,0.24639498432601883,0.35632511472961154,0.23197492163009403,0.0,1.0,0.0,0.0,0.8149686520376176,0.7083333333333333
Cowboy Take Me Away,The Chicks (Dixie Chicks),2342799,Bass Tabs,,1,0,0.0,novice,E A D G,0,https://tabs.ultimate-guitar.com/tab/the-chicks-dixie-chicks/cowboy-take-me-away-bass-2342799,2018-03-17,2018,2000,,,,"Chorus, Verse, Chorus, Violine Solo, Verse, Chorus, Guitar Solo/Outro",0,1,1,0,0,1,1,0,,0,,0,,0,,0.08063380281690141,0.9859154929577465,0.0874578456655426,1.0,0.4669014084507042,0.9125421543344574,0.5035211267605634,0.0,0.5,0.0,0.6666666666666666,0.9193661971830986,0.8333333333333334
Crash And Burn,Savage Garden,714013,Bass Tabs,,1,3,4.06735,novice,E A D G,0,https://tabs.ultimate-guitar.com/tab/savage-garden/crash-and-burn-bass-714013,2008-08-05,2008,2000,pop,,,,0,0,0,0,0,0,0,0,,0,,0,,0,,0.18290513833992098,0.9802371541501976,0.9855645299879704,1.0,0.07509881422924901,0.014435470012029558,0.9565217391304348,0.0,0.625,0.0,0.0,0.817094861660079,0.7083333333333333
Crazy Little Thing Called Love,Queen,111040,Bass Tabs,,3,83,4.70233,intermediate,E A D G,0,https://tabs.ultimate-guitar.com/tab/queen/crazy-little-thing-called-love-bass-111040,2004-03-30,2004,1980,rock,,,"Couplet, Couplet, Couplet, Couplet, Solo, Couplet",0,0,0,0,0,0,1,0,,0,,0,,0,,0.23460185640822714,0.9551620256460986,0.20319898751577312,1.0,0.5642821087769317,0.7968010124842269,0.6597822888711895,0.0,1.0,0.0,0.1111111111111111,0.7653981435917728,0.638888888888889
Cruel Summer,Taylor Swift,2947970,Bass Tabs,,1,0,0.0,intermediate,E A D G,0,https://tabs.ultimate-guitar.com/tab/taylor-swift/cruel-summer-bass-2947970,2020-01-03,2020,2024,pop,A,,"Intro, Verse 1, Chorus, Verse 2, Chorus, Bridge, Chorus, Bridge, Outro",1,1,1,0,1,1,0,0,,0,,0,,0,,0.23016499282639882,0.9870875179340028,0.9573247922537458,1.0,0.10416068866571018,0.04267520774625419,0.8981348637015782,0.0,1.0,0.0,1.0,0.7698350071736012,0.625
Cruisin,Smokey Robinson,1810555,Bass Tabs,,1,8,4.67309,novice,E A D G,0,https://tabs.ultimate-guitar.com/tab/smokey-robinson/cruisin-bass-1810555,2016-01-31,2016,1980,r&b funk & soul,,,,0,0,0,0,0,0,0,0,,0,,0,,0,,0.18072597137014318,0.9856850715746421,0.38961028098744976,1.0,0.37709611451942743,0.6103897190125502,0.5848670756646217,0.0,0.875,0.0,0.0,0.8192740286298568,0.7083333333333333
Dance Monkey,Tones And I,2863430,Bass Tabs,,2,10,4.33877,novice,E A D G,0,https://tabs.ultimate-guitar.com/tab/tones-and-i/dance-monkey-bass-2863430,2019-10-22,2019,2020,pop,F#,,"Verse 1, Pre-Chorus, Chorus, Verse 2, Pre-Chorus, Chorus, Chorus}

[tab, Chorus, Bridge, Chorus, Chorus}

[tab, Chorus",0,1,1,1,1,0,0,0,,0,,0,,0,,0.3300699300699301,0.6748251748251748,0.4740655614781489,0.9135338345864661,0.38904428904428906,0.5259344385218511,0.768065268065268,0.0,0.8125,0.0,0.5,0.6699300699300699,0.625
Dear Future Husband,Meghan Trainor,1770147,Bass Tabs,,1,6,4.60047,intermediate,E A D G,0,https://tabs.ultimate-guitar.com/tab/meghan-trainor/dear-future-husband-bass-1770147,2015-10-03,2015,2015,pop,,,,0,0,0,0,0,0,0,0,,0,,0,,0,,0.2049091587854654,0.8939771030363365,0.8328348987820391,1.0,0.18224655715944912,0.1671651012179609,0.8286046125767381,0.0,0.875,0.0,0.0,0.7950908412145347,0.7083333333333333
December,Collective Soul,16466,Bass Tabs,,1,15,4.68908,,E A D G,0,https://tabs.ultimate-guitar.com/tab/collective-soul/december-bass-16466,2001-10-31,2001,1995,rock,,,n,0,0,0,0,0,0,0,0,,0,,0,,0,,,,,,,,,,,,,,
Die With A Smile,Lady Gaga,5391552,Bass Tabs,,1,16,4.70547,intermediate,E A D G,0,https://tabs.ultimate-guitar.com/tab/lady-gaga/die-with-a-smile-bass-5391552,2024-08-20,2024,2024,pop,,,"Verse 1, Chorus, Verse 2, Chorus, Bridge, Outro",0,1,1,0,1,1,0,0,,0,,0,,0,,0.23611111111111108,0.9722222222222222,0.24641927083333337,1.0,0.41527777777777775,0.7535807291666666,0.53125,0.0,1.0,0.0,0.8333333333333334,0.763888888888889,0.625
Dont,Ed Sheeran,1673158,Bass Tabs,,2,6,4.60047,novice,E A D G,0,https://tabs.ultimate-guitar.com/tab/ed-sheeran/dont-bass-1673158,2014-10-23,2014,2015,pop,,,,0,0,0,0,0,0,0,0,,0,,0,,0,,0.2791666666666667,0.7083333333333334,0.7916666666666667,1.0,0.37916666666666665,0.20833333333333331,0.9166666666666667,0.0,0.5,0.0,0.0,0.7208333333333334,0.6666666666666667
Dont Do Me Like That,Tom Petty and The Heartbreakers,1874468,Bass Tabs,,2,5,4.4255,intermediate,E A D G,0,https://tabs.ultimate-guitar.com/tab/tom-petty-and-the-heartbreakers/dont-do-me-like-that-bass-1874468,2016-09-12,2016,1980,rock,,,n,0,0,0,0,0,0,0,0,,0,,0,,0,,,,,,,,,,,,,,
Dont Lie,The Black Eyed Peas,913069,Bass Tabs,,1,0,0.0,novice,E A D G,0,https://tabs.ultimate-guitar.com/tab/the-black-eyed-peas/dont-lie-bass-913069,2010-01-21,2010,2005,hip hop,,,,0,0,0,0,0,0,0,0,,0,,0,,0,,,,,,,,,,,,,,
Dont Start Now,Dua Lipa,3408977,Bass Tabs,,4,8,4.85491,intermediate,E A D G,0,https://tabs.ultimate-guitar.com/tab/dua-lipa/dont-start-now-bass-3408977,2020-11-06,2020,2020,pop,Em,,"Intro, Verse 1, Pre-Chorus, Chorus 1, Verse 2, Pre-Chorus, Chorus 2, Bridge, Pre-Chorus, Chorus 3, Outro",0,0,0,0,0,0,0,0,,0,,0,,0,,0.2197990900575102,0.9817522748562244,0.0,1.0,0.5076319186937613,1.0,0.4132694537532767,0.0,0.9375,0.0,0.75,0.7802009099424898,0.6458333333333333
Dont You Forget About Me,Simple Minds,614400,Bass Tabs,,1,67,4.72002,novice,E A D G,0,https://tabs.ultimate-guitar.com/tab/simple-minds/dont-you-forget-about-me-bass-614400,2007-12-20,2007,1985,rock,,,"Intro, Verse, Chorus",1,1,1,0,0,0,0,0,,0,,0,,0,,0.11104972375690607,0.9723756906077348,0.9885839870577822,1.0,0.049723756906077346,0.01141601294221788,0.9392265193370166,0.0,0.625,0.0,0.5,0.888950276243094,0.7083333333333333
Drag Me Down,One Direction,1756428,Bass Tabs,,2,13,4.58776,novice,E A D G,0,https://tabs.ultimate-guitar.com/tab/one-direction/drag-me-down-bass-1756428,2015-08-04,2015,2015,pop,,,"Verse, Pre-Chorus, Chorus, Verse, Pre-Chorus, Chorus, All my life..., Chorus",0,1,1,1,0,0,0,0,,0,,0,,0,,0.18268712637871515,0.980782184053212,0.9591672753834917,1.0,0.19435295108192305,0.04083272461650841,0.9418918918918919,0.0,0.8125,0.0,0.75,0.8173128736212849,0.6875
Dress You Up,Madonna,1807257,Bass Tabs,,1,4,4.772,novice,E A D G,0,https://tabs.ultimate-guitar.com/tab/madonna/dress-you-up-bass-1807257,2016-01-24,2016,1985,pop,,,,0,0,0,0,0,0,0,0,,0,,0,,0,,0.1361111111111111,0.9722222222222222,0.9972222222222222,1.0,0.052222222222222225,0.002777777777777778,0.9888888888888889,0.0,0.625,0.0,0.0,0.8638888888888889,0.75
Drivin My Life Away,Eddie Rabbitt,2379069,Bass Tabs,,1,13,4.71273,novice,E A D G,0,https://tabs.ultimate-guitar.com/tab/eddie-rabbitt/drivin-my-life-away-bass-2379069,2018-05-07,2018,1980,country,,,"Verse, Chorus, Verse, Chorus, Verse, Chorus",0,1,1,0,0,0,0,0,,0,,0,,0,,0.18338323353293415,0.9790419161676647,0.005557746781885475,1.0,0.4562874251497006,0.9944422532181145,0.4131736526946108,0.0,0.875,0.0,0.3333333333333333,0.8166167664670658,0.7083333333333333
Dynamite,BTS,3304664,Bass Tabs,,1,8,4.85491,intermediate,E A D G,0,https://tabs.ultimate-guitar.com/tab/bts/dynamite-bass-3304664,2020-08-24,2020,2020,pop,C#m,,"Intro, Verse 1, Pre-chorus, Chorus, Verse 2, Pre-chorus, Chorus, Post Chorus, Bridge, Chorus, Post Chorus",1,1,1,1,1,0,0,0,,0,,0,,0,,0.24127141737280225,0.938488123234661,0.30685415539931493,1.0,0.5768463424042206,0.6931458446006852,0.5771868428583872,0.0,0.9166666666666666,0.0,0.8888888888888888,0.7587285826271977,0.625
Easy Lover,Philip Bailey,707025,Bass Tabs,,2,27,4.64683,intermediate,E A D G,0,https://tabs.ultimate-guitar.com/tab/philip-bailey/easy-lover-bass-707025,2008-07-22,2008,1985,,,,"Intro, Verse Part 1, Verse Part 2, Pre-Chorus, Chorus, Verse, Pre-Chorus, Guitar Solo, Pre-Chorus, Chorus/Outro",0,0,0,0,0,0,0,0,,0,,0,,0,,0.15058307518291408,0.9829173120427148,0.6373198090858776,1.0,0.2717810992915396,0.36268019091412246,0.637637143444923,0.0,0.71875,0.0,0.5,0.8494169248170859,0.75
Emotional Rescue,The Rolling Stones,1036665,Bass Tabs,,1,18,4.63831,intermediate,E A D G,0,https://tabs.ultimate-guitar.com/tab/the-rolling-stones/emotional-rescue-bass-1036665,2011-03-15,2011,1980,rock,,,,0,0,0,0,0,0,0,0,,0,,0,,0,,0.22890243902439023,0.9902439024390244,0.33908958953004165,1.0,0.41482926829268296,0.6609104104699584,0.6068292682926829,0.0,1.0,0.0,0.0,0.7710975609756098,0.625
End Of Beginning,Djo,5257041,Bass Tabs,,2,23,4.93862,novice,E A D G,0,https://tabs.ultimate-guitar.com/tab/djo/end-of-beginning-bass-5257041,2024-05-06,2024,2024,,,,"Verse 1, Chorus, Verse 2, Chorus, Bridge-Outro",0,1,1,0,1,1,0,0,,0,,0,,0,,0.2147830920077528,0.9317922699806179,0.9889126431759309,1.0,0.2518013909474404,0.011087356824069161,0.9594972067039106,0.0,0.6875,0.0,0.3333333333333333,0.7852169079922472,0.6666666666666666
Enjoy The Silence,Depeche Mode,3997036,Bass Tabs,,1,17,4.67022,novice,E A D G,0,https://tabs.ultimate-guitar.com/tab/depeche-mode/enjoy-the-silence-bass-3997036,2021-12-21,2021,1990,electronic,,,"Intro, no lyrics, no lyrics, no lyrics, Outro",1,0,0,0,0,1,0,0,,0,,0,,0,,0.18033333333333335,0.9866666666666667,0.968256,1.0,0.11200000000000002,0.031744,0.9359999999999999,0.0,0.625,0.0,0.5,0.8196666666666667,0.6666666666666667
Epic,Faith No More,3026507,Bass Tabs,,2,6,4.82267,intermediate,E A D G,0,https://tabs.ultimate-guitar.com/tab/faith-no-more/epic-bass-3026507,2020-03-14,2020,1990,rock,Em,,"Intro, Verse 1, Chorus 1, Verse 2, Chorus 2, Verse 3, Chorus 3, Post-Chorus 3, Instrumental, Solo, Pre-Chorus 4, Chorus 4, Outro",1,1,1,1,0,1,1,1,,0,,0,,0,,0.2313160940254556,0.9842097649363609,0.5377500264748832,1.0,0.4747966762045571,0.46224997352511676,0.7854563108224408,0.0,1.0,0.0,1.0,0.7686839059745444,0.625
Escape The Pina Colada Song,Rupert Holmes,1848150,Bass Tabs,,1,17,4.22022,novice,E A D G,0,https://tabs.ultimate-guitar.com/tab/rupert-holmes/escape-the-pina-colada-song-bass-1848150,2016-05-24,2016,1980,rock,,,"All time, Post-bridge",0,0,0,0,1,0,0,0,,0,,0,,0,,0.275,0.75,0.0,1.0,0.5333333333333333,1.0,0.5416666666666667,0.0,0.75,0.0,0.3333333333333333,0.725,0.7083333333333333
Espresso,Sabrina Carpenter,5253480,Bass Tabs,,1,17,4.67022,novice,E A D G,0,https://tabs.ultimate-guitar.com/tab/sabrina-carpenter/espresso-bass-5253480,2024-05-03,2024,2024,pop,D,,"Intro, Verse 1, Chorus, Verse 2, Chorus",1,1,1,0,0,0,0,0,,0,,0,,0,,0.18003778337531487,0.9874055415617129,0.18131578780399582,1.0,0.5758186397984887,0.8186842121960042,0.6801007556675063,0.0,0.625,0.0,0.6666666666666666,0.8199622166246852,0.7083333333333333
Everybody Everybody,Black Box,1235211,Bass Tabs,,1,15,4.91133,novice,E A D G,0,https://tabs.ultimate-guitar.com/tab/black-box/everybody-everybody-bass-1235211,2013-04-19,2013,1990,,,,,0,0,0,0,0,0,0,0,,0,,0,,0,,,,,,,,,,,,,,
Everybody Wants To Rule The World,Tears For Fears,1021,Bass Tabs,,1,68,4.7944,novice,E A D G,0,https://tabs.ultimate-guitar.com/tab/tears-for-fears/everybody-wants-to-rule-the-world-bass-1021,2001-10-31,2001,1985,rock,D,,"Verse, Chorus, Middle 8, Instrumental",0,1,1,0,0,0,0,1,,0,,0,,0,,0.17254660193256685,0.9644668285019162,0.9296599958673976,1.0,0.123060104639052,0.0703400041326024,0.8652184573237204,0.0,0.7916666666666666,0.0,0.8888888888888888,0.8274533980674331,0.6944444444444443
Everything She Wants,Wham!,5119552,Bass Tabs,,1,3,4.734,intermediate,D A D G,0,https://tabs.ultimate-guitar.com/tab/wham/everything-she-wants-bass-5119552,2024-01-29,2024,1985,pop,,,"Intro, Verse 1, Chorus, Instrumental, Verse 2, Chorus, Bridge, Chorus, Outro",1,1,1,0,1,1,0,1,,0,,0,,0,,0.22927480916030532,0.9893129770992366,0.7495717032806946,1.0,0.2827480916030535,0.2504282967193054,0.7923664122137405,0.0,0.875,0.0,1.0,0.7707251908396947,0.625
Everything You Want,Vertical Horizon,2527329,Bass Tabs,,2,3,4.56735,intermediate,Eb Ab Db Gb,0,https://tabs.ultimate-guitar.com/tab/vertical-horizon/everything-you-want-bass-2527329,2018-11-26,2018,2000,rock,Ebm,,"Verse, Chorus, Verse 2, Chorus 2, Bridge, Last Verse, Last Chrous, Outro",0,1,1,0,1,1,0,0,,0,,0,,0,,,,,,,,,,,,,,
Exs And Ohs,Elle King,1748602,Bass Tabs,,1,45,4.77925,intermediate,E A D G,0,https://tabs.ultimate-guitar.com/tab/elle-king/exs-and-ohs-bass-1748602,2015-06-30,2015,2015,rock,,,"Intro, Verse 1, Pre-Chorus, Chorus, Post-Chorus, Verse 2, Pre-Chorus, Chorus, Solo, Pre-Chorus, Chorus, Outro",1,1,1,1,0,1,1,0,,0,,0,,0,,0.2106463878326996,0.973384030418251,0.69335974208099,1.0,0.23650190114068442,0.30664025791901,0.6159695817490494,0.0,0.875,0.0,1.0,0.7893536121673004,0.625
Fame,Irene Cara,1130243,Bass Tabs,,1,4,4.20057,novice,E A D G,0,https://tabs.ultimate-guitar.com/tab/irene-cara/fame-bass-1130243,2012-02-16,2012,1980,pop,F,,"Intro, Verse 1, Chorus 1, Bridge, Verse 2, Chorus 2, Guitar Solo, Chorus 3, Fade, Extended Intro Section, Intro, Chorus 1, Guitar Solo, Extended Guitar Solo, Chorus 3, Chorus 3 Extended Version, Extended Intro Section, Extended Guitar Solo, Chorus 3 Extended Version, Repeat this last line about X4 for the fadeout",0,0,0,0,0,0,0,0,,0,,0,,0,,0.18970803933572833,0.9840632349940125,0.7406713552729477,1.0,0.21125977591051925,0.25932864472705236,0.6942475338842174,0.0,0.8333333333333334,0.0,0.3333333333333333,0.8102919606642717,0.6944444444444443
Feather,Sabrina Carpenter,5364906,Bass Tabs,,1,0,0.0,,E A D G,0,https://tabs.ultimate-guitar.com/tab/sabrina-carpenter/feather-bass-5364906,2024-07-30,2024,2024,pop,A,,,0,0,0,0,0,0,0,0,,0,,0,,0,,0.3583333333333333,0.6666666666666667,0.8055555555555556,1.0,0.26666666666666666,0.19444444444444445,0.8333333333333334,0.0,0.75,0.0,0.0,0.6416666666666667,0.625
Feel Good Inc,Gorillaz,201269,Bass Tabs,,2,910,4.78795,novice,E A D G,0,https://tabs.ultimate-guitar.com/tab/gorillaz/feel-good-inc-bass-201269,2005-07-28,2005,2005,rock,D#m,,"Intro, Verse 1, Chorus, Verse 2, Chorus, Outro",1,1,1,0,0,1,0,0,,0,,0,,0,,0.18729877953931076,0.9692530511517231,0.6490937489447666,1.0,0.4089734831126863,0.35090625105523343,0.8119973429860297,0.0,0.75,0.0,0.5555555555555556,0.8127012204606893,0.6527777777777778
Feel Me Flow,Naughty by Nature,1229367,Bass Tabs,,1,4,4.62914,novice,E A D G,0,https://tabs.ultimate-guitar.com/tab/naughty-by-nature/feel-me-flow-bass-1229367,2013-03-21,2013,1995,hip hop,,,,0,0,0,0,0,0,0,0,,0,,0,,0,,,,,,,,,,,,,,
Fight Song,Rachel Platten,1773281,Bass Tabs,,1,5,3.9255,novice,E A D G,0,https://tabs.ultimate-guitar.com/tab/rachel-platten/fight-song-bass-1773281,2015-10-12,2015,2015,pop,,,,0,0,0,0,0,0,0,0,,0,,0,,0,,0.1323394495412844,0.981651376146789,0.9699520242403838,1.0,0.10642201834862386,0.030047975759616197,0.9357798165137614,0.0,0.5,0.0,0.0,0.8676605504587156,0.7916666666666666
Flowers,Miley Cyrus,4616186,Bass Tabs,,2,13,4.83777,intermediate,E A D G,0,https://tabs.ultimate-guitar.com/tab/miley-cyrus/flowers-bass-4616186,2023-01-24,2023,2024,pop,,,"Verse 1, Pre-Chorus, Chorus, Verse 2, Pre-Chorus, Chorus, Pre-Chorus, Chorus",0,0,0,0,0,0,0,0,,0,,0,,0,,0.20674855600228734,0.9831286099942815,0.5168769325347036,1.0,0.33682582040791,0.4831230674652965,0.6384243026034071,0.0,0.9375,0.0,0.3333333333333333,0.7932514439977126,0.6666666666666666
Forever,KISS,577343,Bass Tabs,,1,4,4.772,,E A D G,0,https://tabs.ultimate-guitar.com/tab/kiss/forever-bass-577343,2007-09-14,2007,1990,rock,,,,0,0,0,0,0,0,0,0,,0,,0,,0,,0.18328402366863908,0.9792899408284024,0.7220160358530864,1.0,0.2846153846153846,0.2779839641469136,0.7662721893491125,0.0,0.875,0.0,0.0,0.816715976331361,0.7083333333333333
Free Fallin,Tom Petty,2179877,Bass Tabs,,2,13,4.83777,intermediate,E A D G,0,https://tabs.ultimate-guitar.com/tab/tom-petty/free-fallin-bass-2179877,2017-10-03,2017,1990,rock,F,,n,0,0,0,0,0,0,0,0,,0,,0,,0,,0.23888888888888887,0.9027777777777778,0.453125,1.0,0.36666666666666664,0.546875,0.625,0.0,0.875,0.0,0.8333333333333334,0.7611111111111111,0.6666666666666667
Freedom,Wham!,730104,Bass Tabs,,1,4,4.62914,,E A D G,0,https://tabs.ultimate-guitar.com/tab/wham/freedom-bass-730104,2008-09-09,2008,1985,pop,,,,0,0,0,0,0,0,0,0,,0,,0,,0,,,,,,,,,,,,,,
