song_name,artist_name,id,type,version,votes,rating,difficulty,tuning,capo,url_web,upload_date,upload_year,genre,main_key,bpm,song_structure,has_intro,has_verse,has_chorus,has_bridge,has_outro,chord_1,chord_1_count,chord_2,chord_2_count,chord_3,chord_3_count,complexity,repetition,melodicness,energy,finger_movement,disruption,root_stability,intra_root_variation,harmonic_palette,loop_strength,structure_variation,playability,harmonic_softness,release_year
All I Need Is You,Chris Janson,4622021.0,Chords,1.0,8,4.85491,,E A D G B E,1.0,https://tabs.ultimate-guitar.com/tab/chris-janson/all-i-need-is-you-chords-4622021,2023-01-28,2023.0,country,,,"Intro, Verse, Chorus, Verse, Chorus, Bridge, Chorus, Outro",1,1,1,1,1,F,51,G,35,C,32,0.0126984126984126,0.9682539682539684,0.0,0.6877777777777778,0.1111111111111111,0.8114134542705972,0.0952380952380952,0.0,0.4,0.2539682539682539,0.8333333333333334,0.9873015873015872,0.0,2023.0
All I Want,Gene Clark,64735.0,Chords,1.0,0,0.0,,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/gene-clark/all-i-want-chords-64735,2003-08-28,2003.0,rock,,,,0,0,0,0,0,F,24,Gm,21,C,14,0.0595744680851063,0.9148936170212766,0.0,0.7227659574468084,0.5957446808510638,0.856156631960163,0.0957446808510638,0.3333333333333333,0.8,0.0851063829787234,0.0,0.9404255319148936,0.0425531914893617,1995.0
All I Want,Steve Grand,3833357.0,Chords,1.0,0,0.0,,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/steve-grand/all-i-want-chords-3833357,2021-08-15,2021.0,country,D,80.0,"Intro, Verse 1, Pre-Chorus, Chorus, Verse 2, Pre-Chorus, Chorus, Bridge, Chorus",1,1,1,1,0,G,17,A,16,D,8,0.0754716981132075,0.8679245283018868,0.0,0.7203773584905659,0.9245283018867924,0.7475970096119616,0.2075471698113207,0.6666666666666666,0.7,0.5283018867924528,1.0,0.9245283018867924,0.0377358490566037,2015.0
All I Want And Need Forever,Vern Gosdin,1800905.0,Chords,1.0,0,0.0,,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/vern-gosdin/all-i-want-and-need-forever-chords-1800905,2016-01-06,2016.0,country,,,,0,0,0,0,0,D7,24,G,16,C,12,0.3,0.9423076923076924,0.0,0.7061538461538461,0.9230769230769232,0.8698224852071006,0.0576923076923076,0.0,0.3,1.7692307692307692,0.0,0.7,0.4615384615384615,1979.0
All I Want For Christmas Is Nudes,Trixie Mattel,2248995.0,Chords,1.0,32,4.86873,,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/trixie-mattel/all-i-want-for-christmas-is-nudes-chords-2248995,2017-12-04,2017.0,rock,,,"Verse 1, Verse 2, Chorus, Verse 3, Chorus, Bridge, Verse 4, Chorus",0,1,1,1,0,G,19,Cm,11,C,10,0.2105263157894736,0.868421052631579,0.0,0.7507894736842105,0.8421052631578947,0.856994459833795,0.131578947368421,0.3333333333333333,1.0,0.0,1.0,0.7894736842105263,0.2631578947368421,2017.0
All I Want Is You,Julie Roberts,904360.0,Chords,1.0,0,0.0,novice,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/julie-roberts/all-i-want-is-you-chords-904360,2009-12-22,2009.0,country,,,,0,0,0,0,0,C,13,F,11,G,9,0.0421052631578947,0.8947368421052632,0.0,0.6563157894736842,0.2631578947368421,0.8240997229916898,0.0789473684210526,0.0,0.4,0.0,0.0,0.9578947368421052,0.0,2006.0
All In,Chris Janson,4172620.0,Chords,1.0,4,4.772,,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/chris-janson/all-in-chords-4172620,2022-04-29,2022.0,country,G,,"Intro, Verse 1, Chorus, Verse 2, Chorus, Bridge, Chorus, Outro",1,1,1,1,1,C,17,D,16,G,15,0.14,0.9,0.0,0.5733333333333333,0.6666666666666666,0.5499999999999999,0.25,0.3333333333333333,0.6,0.0666666666666666,1.0,0.86,0.1666666666666666,2022.0
All In One Night,Johnny Duncan,1792657.0,Chords,1.0,0,0.0,,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/johnny-duncan/all-in-one-night-chords-1792657,2015-12-15,2015.0,,,,,0,0,0,0,0,G7,20,C,18,F,15,0.2733333333333333,0.9166666666666666,0.0,0.7483333333333333,0.75,0.9833333333333332,0.0,0.0,0.5,0.1333333333333333,0.0,0.7266666666666667,0.4,1977.0
All In The Name Of Love,Bellamy Brothers,3334499.0,Chords,1.0,0,0.0,novice,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/bellamy-brothers/all-in-the-name-of-love-chords-3334499,2020-09-13,2020.0,,G,,"Intro, Verse 1, Verse 2, Chorus, Verse 3, Verse 4, Chorus, Bridge, Solo, Bridge, Verse 2, Chorus",1,1,1,1,0,G,42,C,33,D,29,0.0145454545454545,0.9636363636363636,0.0,0.6663636363636364,0.109090909090909,0.8347107438016529,0.0818181818181818,0.0,0.4,0.1818181818181818,1.3333333333333333,0.9854545454545456,0.0,1991.0
All Is Fair In Love And War,Ronnie Milsap,624458.0,Chords,1.0,0,0.0,,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/ronnie-milsap/all-is-fair-in-love-and-war-chords-624458,2008-01-15,2008.0,country,,,,0,0,0,0,0,E,11,A,5,B,4,0.06,0.85,0.0,0.655,0.0,0.765,0.1,0.0,0.3,0.0,0.0,0.94,0.0,1991.0
All Likkered Up,Roger Alan Wade,855730.0,Chords,1.0,16,4.916,,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/roger-alan-wade/all-likkered-up-chords-855730,2009-08-04,2009.0,country,,,,0,0,0,0,0,A,21,D,12,E,11,0.0307692307692307,0.9230769230769232,0.0,0.7465384615384614,0.0,0.9807692307692308,0.0,0.0,0.4,0.0,0.0,0.9692307692307692,0.0,2005.0
All My Exes,Lauren Alaina,5788292.0,Chords,1.0,5,4.8005,,E A D G B E,4.0,https://tabs.ultimate-guitar.com/tab/lauren-alaina/all-my-exes-chords-5788292,2025-05-09,2025.0,country,,,"Intro, Verse, Pre-Chorus, Chorus, Verse, Pre-Chorus, Chorus, Post-Chorus, Chorus, Post-Chorus",1,1,1,0,0,C,30,Em7,27,F,27,0.2774774774774775,0.954954954954955,0.0,0.7410810810810811,0.972972972972973,0.9554419284149014,0.018018018018018,0.3333333333333333,0.5,2.918918918918919,0.8333333333333334,0.7225225225225225,0.4324324324324324,2025.0
All My Exs Live In Texas,George Strait,464714.0,Chords,2.0,803,4.82556,novice,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/george-strait/all-my-exs-live-in-texas-chords-464714,2007-01-26,2007.0,country,A,130.0,"Intro, Chorus, Verse 1, Chorus, Solo, Verse 2, Chorus, Tag",1,1,1,0,0,A,27,E,26,E7,15,0.2464894559631401,0.8699273436115541,0.0,0.6733634591529328,0.6614035087719298,0.6520816991275035,0.2772815878079036,0.5555555555555555,0.6666666666666666,0.0,0.5,0.7535105440368599,0.324100655679603,1987.0
All My Favorite People,Maren Morris,2629074.0,Chords,1.0,37,4.76012,intermediate,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/maren-morris/all-my-favorite-people-chords-2629074,2019-03-10,2019.0,rock,,,"Intro, Verse 1: Maren Morris, Chorus, Verse 2: TJ Osborne, Chorus, Instrumental, Bridge: Maren Morris, Chorus, Outro",1,1,1,1,1,E,43,A,24,B,21,0.0161616161616161,0.9595959595959596,0.0,0.7934343434343435,0.4444444444444444,0.8541985511682482,0.0707070707070707,0.0,0.4,0.2424242424242424,1.1666666666666667,0.9838383838383838,0.0,2019.0
All My Friends Are Hot,Robyn Ottolini,4929343.0,Chords,1.0,0,0.0,,E A D G B E,1.0,https://tabs.ultimate-guitar.com/tab/robyn-ottolini/all-my-friends-are-hot-chords-4929343,2023-08-25,2023.0,country,,,"Intro, Verse, Pre-Chorus, Chorus, Verse, Pre-Chorus, Chorus, Break, Chorus, Outro",1,1,1,0,1,D,24,A,16,E,9,0.0244897959183673,0.9387755102040816,0.0,0.7314285714285713,0.0,0.9396084964598084,0.0204081632653061,0.0,0.3,1.6326530612244898,1.0,0.9755102040816328,0.0,2024.0
All My Hard Times,Roy Drusky,1793412.0,Chords,1.0,0,0.0,,E A D G B E,3.0,https://tabs.ultimate-guitar.com/tab/roy-drusky/all-my-hard-times-chords-1793412,2015-12-17,2015.0,country,Eb,,"Intro, Chorus, Verse 1, Chorus, Verse 2, Chorus, verse 3, Chorus, Chorus",1,1,1,0,0,C,37,F,16,G7,11,0.1171428571428571,0.9428571428571428,0.0,0.56,0.4857142857142857,0.4591836734693877,0.3571428571428571,0.3333333333333333,0.4,0.5714285714285714,0.8333333333333334,0.8828571428571429,0.1571428571428571,1970.0
All My Mates Are Gone,Slim Dusty,3733661.0,Chords,1.0,0,0.0,,E A D G B E,2.0,https://tabs.ultimate-guitar.com/tab/slim-dusty/all-my-mates-are-gone-chords-3733661,2021-06-01,2021.0,country,A,,"Intro, Verse 1, Verse 2, Verse 3, Chorus, Verse 4, Verse 5, Verse 6, Verse 7, End-Chorus",1,1,1,0,0,G,71,C,44,D,36,0.0116959064327485,0.9707602339181288,0.0,0.6085380116959063,0.2339181286549707,0.61865189289012,0.2105263157894736,0.3333333333333333,0.5,1.216374269005848,1.6666666666666667,0.9883040935672516,0.0,2001.0
All Night,Dustin Lynch,1972839.0,Chords,1.0,6,4.60047,novice,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/dustin-lynch/all-night-chords-1972839,2017-03-31,2017.0,country,,,"Intro, Verse 1, Chorus, Solo 1, Verse 2, Chorus, Bridge, Pre-Chorus, Chorus, Outro",1,1,1,1,1,G,43,Em,29,C,29,0.0140350877192982,0.9649122807017544,0.0,0.6440350877192982,0.5087719298245614,0.7771622037550014,0.1140350877192982,0.0,0.4,2.3859649122807016,1.3333333333333333,0.9859649122807016,0.0,2014.0
All Night,Kyle Park,2108795.0,Chords,1.0,0,0.0,,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/kyle-park/all-night-chords-2108795,2017-08-16,2017.0,,,,"Chorus, Instrumental, Chorus",0,0,1,0,0,E,17,A,16,G,15,0.0285714285714285,0.9285714285714286,0.0,0.74,0.4,0.9575510204081632,0.0142857142857142,0.0,0.5,0.0,0.3333333333333333,0.9714285714285714,0.0,2011.0
All Night Long Days,Ryan Hurd,5725682.0,Chords,1.0,0,0.0,,E A D G B E,1.0,https://tabs.ultimate-guitar.com/tab/ryan-hurd/all-night-long-days-chords-5725682,2025-03-25,2025.0,,,,"Intro, Verse, Chorus
[tab, Verse, Chorus
[tab, Instrumental, Break, Chorus
[tab",1,1,1,0,0,C,17,F,13,Am,7,0.1155555555555555,0.8444444444444444,0.0,0.6822222222222221,0.7555555555555555,0.7901234567901234,0.1111111111111111,0.3333333333333333,0.7,0.0,0.8333333333333334,0.8844444444444445,0.0888888888888888,2025.0
All Night Longer,Matt Lang,5216139.0,Chords,1.0,6,4.3782,,E A D G B E,1.0,https://tabs.ultimate-guitar.com/tab/matt-lang/all-night-longer-chords-5216139,2024-04-07,2024.0,,Ab,,"Intro, Verse, Chorus, Verse, Chorus, Solo, Bridge, Chorus, Outro",1,1,1,1,1,G,32,Am,29,D,29,0.0152380952380952,0.961904761904762,0.0,0.7333333333333334,0.5428571428571428,0.9344217687074832,0.0285714285714285,0.0,0.4,0.1523809523809524,1.0,0.9847619047619048,0.0,2024.0
All Night To Figure It Out,Jade Eagleson,3673661.0,Chords,1.0,5,4.8005,,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/jade-eagleson/all-night-to-figure-it-out-chords-3673661,2021-04-22,2021.0,,A,76.0,"Chorus, Verse 1, Chorus, Verse 2, Chorus, Solo, Chorus",0,1,1,0,0,A,28,D,10,E,5,0.027906976744186,0.9302325581395348,0.0,0.3041860465116279,0.0,0.1297998918334234,0.627906976744186,0.0,0.3,0.5581395348837209,0.6666666666666666,0.972093023255814,0.0,2021.0
All Nighters,Kyle Park,5103946.0,Chords,1.0,0,0.0,,E A D G B E,1.0,https://tabs.ultimate-guitar.com/tab/kyle-park/all-nighters-chords-5103946,2024-01-14,2024.0,,Eb,158.0,"Intro, Verse 1, Chorus, Verse 2, Chorus, Guitar Solo, Bridge, Chorus, Outro",1,1,1,1,1,G,33,D,32,Bm,27,0.0157480314960629,0.9606299212598424,0.0,0.7489763779527558,0.5669291338582677,0.976501953003906,0.0078740157480314,0.0,0.5,1.2913385826771653,1.1666666666666667,0.984251968503937,0.0,2024.0
All Of My Life,Gabby Barrett,5132533.0,Chords,1.0,4,4.772,,E A D G B E,3.0,https://tabs.ultimate-guitar.com/tab/gabby-barrett/all-of-my-life-chords-5132533,2024-02-04,2024.0,pop,F,,"Intro, Verse 1, Chorus, Post-Chorus, Verse 2, Chorus, Bridge, Chorus, Outro",1,1,1,1,1,D,16,A,13,Bm7,13,0.1709090909090909,0.9272727272727272,0.0,0.7218181818181817,0.9454545454545454,0.9110743801652892,0.0363636363636363,0.0,0.4,2.618181818181818,1.1666666666666667,0.8290909090909091,0.2363636363636363,2024.0
All Of The Monkeys Aint In The Zoo,Tommy Collins,1793417.0,Chords,1.0,4,4.772,,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/tommy-collins/all-of-the-monkeys-aint-in-the-zoo-chords-1793417,2015-12-17,2015.0,country,,,,0,0,0,0,0,C,45,G7,24,F,20,0.1978494623655914,0.956989247311828,0.0,0.7524731182795699,0.5161290322580645,0.989247311827957,0.0,0.0,0.4,0.3440860215053763,0.0,0.8021505376344086,0.3010752688172043,
All Of The Time,Ferlin Husky,3902564.0,Chords,1.0,0,0.0,,E A D G B E,1.0,https://tabs.ultimate-guitar.com/tab/ferlin-husky/all-of-the-time-chords-3902564,2021-10-07,2021.0,country,Eb,,"Intro, Verse 1, Verse 2, Chorus, Verse 3, Chorus, Verse 3",1,1,1,0,0,G,25,D,20,C,7,0.0915254237288135,0.8983050847457628,0.0,0.7362711864406779,0.1694915254237288,0.9497270899166906,0.0169491525423728,0.3333333333333333,0.6,0.0,0.8333333333333334,0.9084745762711864,0.0847457627118644,1960.0
All Of These Years,The Steel Woods,3988855.0,Chords,1.0,14,4.78844,,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/the-steel-woods/all-of-these-years-chords-3988855,2021-12-15,2021.0,rock,,,"Intro, Verse 1, Interlude, Verse 2, Chorus, Verse 3, Chorus, Interlude, Chorus, Outro",1,1,1,0,1,Am,54,D,20,C,15,0.0296296296296296,0.925925925925926,0.0,0.5137037037037037,0.2777777777777778,0.3840877914951989,0.4074074074074074,0.6666666666666666,0.8,0.5185185185185185,1.1666666666666667,0.9703703703703704,0.0,2019.0
All Of Your Stones,The Steel Woods,3617549.0,Chords,1.0,8,4.764,novice,D A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/the-steel-woods/all-of-your-stones-chords-3617549,2021-03-18,2021.0,rock,D,,"Verse, Instrumental Break, Verse, Chorus, Instrumental Break, Verse, Chorus, Instrumental Break, Bridge, Outro, Instrumental Outro",0,1,1,1,1,D,66,G,40,A,24,0.0106666666666666,0.9733333333333334,0.0,0.6273333333333334,0.2133333333333333,0.7338666666666667,0.14,0.0,0.4,0.0,1.0,0.9893333333333332,0.0,2021.0
All On You,Mitchell Tenpenny,2676876.0,Chords,1.0,0,0.0,novice,E A D G B E,2.0,https://tabs.ultimate-guitar.com/tab/mitchell-tenpenny/all-on-you-chords-2676876,2019-04-27,2019.0,country,,,"Intro, Verse 1, Chorus, Verse 2, Chorus, Bridge, Chorus, Outro",1,1,1,1,1,E,34,C#m,32,B,32,0.0135593220338983,0.9661016949152542,0.0,0.6944067796610169,1.0677966101694916,0.908934214306234,0.0423728813559322,0.0,0.4,0.5084745762711864,1.0,0.9864406779661016,0.0,2018.0
All Outta Whiskey,Gavin Adcock,5023141.0,Chords,1.0,8,4.85491,,D A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/gavin-adcock/all-outta-whiskey-chords-5023141,2023-11-09,2023.0,,,,"Intro, Verse, Chorus, Verse, Chorus, Break, Chorus, Outro",1,1,1,0,1,A,34,D,30,G,23,0.0342857142857142,0.9142857142857144,0.0,0.7133333333333334,0.6476190476190476,0.8,0.1428571428571428,0.3333333333333333,0.9,0.6095238095238096,0.8333333333333334,0.9657142857142856,0.0,2023.0
All Over Again,Jack Ingram,3791921.0,Chords,1.0,0,0.0,,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/jack-ingram/all-over-again-chords-3791921,2021-07-14,2021.0,country,C,,,0,0,0,0,0,F,30,G,26,C,24,0.0164948453608247,0.9587628865979382,0.0,0.7527835051546392,0.3505154639175257,0.9896907216494846,0.0,0.0,0.4,0.0,0.0,0.9835051546391752,0.0,2016.0
All Over The Road,Easton Corbin,1230585.0,Chords,2.0,152,4.69296,novice,E A D G B E,3.0,https://tabs.ultimate-guitar.com/tab/easton-corbin/all-over-the-road-chords-1230585,2013-03-15,2013.0,country,,100.0,"Intro, Verse 1, Chorus, Instrumental, Verse 2, Chorus, Instrumental, Bridge, Chorus, Tag",1,1,1,1,0,G,28,A,28,Em,24,0.0498575498575498,0.8753561253561254,0.0,0.7080626780626781,0.5249287749287749,0.9624356234933158,0.0064102564102564,0.1111111111111111,0.5,1.9344729344729348,0.6666666666666666,0.95014245014245,0.0,2012.0
All She Left Was Me,"HARDY (US, country)",2690619.0,Chords,1.0,23,4.70782,novice,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/hardy-us-country/all-she-left-was-me-chords-2690619,2019-05-10,2019.0,,G,80.0,"Verse 1, Chorus, Verse 2, Chorus, Bridge, Chorus, Outro",0,1,1,1,1,D,22,A,18,G,16,0.0214285714285714,0.9464285714285714,0.0,0.655,0.0,0.8131377551020409,0.0892857142857142,0.0,0.3,0.7857142857142857,0.8333333333333334,0.9785714285714284,0.0,2019.0
All That For This,Crystal Bowersox,2963222.0,Chords,1.0,0,0.0,,E A D G B E,4.0,https://tabs.ultimate-guitar.com/tab/crystal-bowersox/all-that-for-this-chords-2963222,2020-01-19,2020.0,,,,"Intro, Verse 1, Chorus 1, Verse 2, Chorus 2, Interlude, Bridge, Outro",1,1,1,1,1,G,40,A,38,D,35,0.0131578947368421,0.9671052631578948,0.0,0.6632894736842105,0.2236842105263158,0.7484418282548476,0.131578947368421,0.0,0.5,1.131578947368421,1.3333333333333333,0.986842105263158,0.0,2013.0
All That I Am,Deborah Allen,3588365.0,Chords,1.0,0,0.0,novice,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/deborah-allen/all-that-i-am-chords-3588365,2021-02-28,2021.0,country,A,,"Intro, Verse 1, Chorus, Verse 2, Chorus, Solo, Bridge, Chorus, Outro",1,1,1,1,1,A5,29,D,26,G,18,0.0574074074074074,0.925925925925926,0.0925925925925925,0.4901851851851851,0.324074074074074,0.3652263374485597,0.4444444444444444,1.0,0.8,0.925925925925926,1.1666666666666667,0.9425925925925926,0.0462962962962962,1994.0
All That Im Holdin Against You Is Me,Kyle Park,5105836.0,Chords,1.0,0,0.0,,E A D G B E,2.0,https://tabs.ultimate-guitar.com/tab/kyle-park/all-that-im-holdin-against-you-is-me-chords-5105836,2024-01-15,2024.0,,E,104.0,"Intro, Verse 1, Pre-Chorus, Chorus, Verse 2, Pre-Chorus, Chorus, Pedal Steel & Fiddle Solos, Chorus, Outro",1,1,1,0,1,D,24,Em7,23,G,12,0.235820895522388,0.9253731343283582,0.0,0.6973134328358208,1.373134328358209,0.8425038984183559,0.0746268656716417,0.3333333333333333,0.5,0.5373134328358209,1.1666666666666667,0.764179104477612,0.3432835820895522,2013.0
All That Keeps Me Goin,Bill Anderson,3491762.0,Chords,1.0,0,0.0,novice,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/bill-anderson/all-that-keeps-me-goin-chords-3491762,2020-12-30,2020.0,,C,,"Intro, Chorus, Verse 1, Chorus, Chorus",1,1,1,0,0,C,24,Bb,11,F,10,0.1,0.9107142857142856,0.0,0.68,0.6071428571428571,0.8788265306122449,0.0535714285714285,0.3333333333333333,0.5,0.7142857142857143,0.5,0.9,0.1071428571428571,1978.0
All That Weve Got Left,Vern Gosdin,1800906.0,Chords,1.0,0,0.0,,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/vern-gosdin/all-that-weve-got-left-chords-1800906,2016-01-06,2016.0,country,,,,0,0,0,0,0,C,18,G7,9,F,8,0.1794871794871795,0.8974358974358975,0.0,0.7420512820512819,0.6666666666666666,0.9743589743589745,0.0,0.0,0.4,0.3076923076923077,0.0,0.8205128205128205,0.2307692307692307,
All Thats Left,Wade Bowen,2134009.0,Chords,1.0,9,4.70035,,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/wade-bowen/all-thats-left-chords-2134009,2017-08-30,2017.0,country,,,"Intro, Verse, Chorus, Verse, Chorus, Chorus, Outro",1,1,1,0,1,A,26,E,20,B,16,0.0213333333333333,0.9466666666666668,0.0,0.704,0.6933333333333334,0.8586666666666667,0.0666666666666666,0.0,0.4,0.16,0.6666666666666666,0.9786666666666668,0.0,
All The Beds Ive Made,Clare Bowen,3817241.0,Chords,1.0,0,0.0,,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/clare-bowen/all-the-beds-ive-made-chords-3817241,2021-08-06,2021.0,country,F#,,"Intro, Verse 1, Interlude, Verse 2, Chorus, Chorus",1,1,1,0,0,C#,23,B,22,F#,15,0.038235294117647,0.9264705882352942,0.0,0.7085294117647059,0.9411764705882352,0.8719723183391004,0.0588235294117647,0.3333333333333333,0.5,0.0,0.8333333333333334,0.961764705882353,0.0147058823529411,
All The Cool Girls,Hailey Whitters,3195560.0,Chords,1.0,3,4.40065,,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/hailey-whitters/all-the-cool-girls-chords-3195560,2020-06-11,2020.0,country,,,"Intro, Verse 1, Chorus, Verse 2, Chorus, Bridge, Chorus, Outro",1,1,1,1,1,Bb,45,Cm,28,Ab,28,0.0275229357798165,0.944954128440367,0.018348623853211,0.7471559633027522,0.073394495412844,0.9636394242908846,0.018348623853211,0.3333333333333333,0.6,1.3577981651376148,1.0,0.9724770642201834,0.0091743119266055,2020.0
All The Dreamin They Can Stand,Buck Owens,1767909.0,Chords,1.0,0,0.0,,E A D G B E,1.0,https://tabs.ultimate-guitar.com/tab/buck-owens/all-the-dreamin-they-can-stand-chords-1767909,2015-09-17,2015.0,country,,,"Intro, Verse 1, Chorus, Interlude, Verse 2, Chorus",1,1,1,0,0,G,20,D,13,D7,12,0.2571428571428571,0.9047619047619048,0.0,0.7155555555555555,0.7301587301587301,0.7878558830939784,0.1587301587301587,0.3333333333333333,0.6,0.0,0.8333333333333334,0.7428571428571429,0.365079365079365,1973.0
All The Fun,Paul Overstreet,2103467.0,Chords,1.0,9,4.78368,,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/paul-overstreet/all-the-fun-chords-2103467,2017-08-09,2017.0,country,,,"VERSE 1, CHORUS, VERSE 2, CHORUS, BRIDGE, CHORUS",0,1,1,1,0,A,30,E,12,D,10,0.0678571428571428,0.9107142857142856,0.0,0.6599999999999999,0.1071428571428571,0.7040816326530611,0.1785714285714285,0.3333333333333333,0.5,0.0,0.6666666666666666,0.9321428571428572,0.0535714285714285,1987.0
All The Good Things Fade Away,Pat Green,2294529.0,Chords,1.0,3,4.734,,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/pat-green/all-the-good-things-fade-away-chords-2294529,2018-01-23,2018.0,country,,,"Intro, Chorus, Chorus, Chorus",1,0,1,0,0,A,21,E,20,B,17,0.0342857142857142,0.9142857142857144,0.0,0.74,0.3428571428571428,0.9575510204081632,0.0142857142857142,0.0,0.6,0.1714285714285714,0.3333333333333333,0.9657142857142856,0.0,2003.0
All The Good Times Are Past And Gone,Bobby Bare,980522.0,Chords,1.0,0,0.0,,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/bobby-bare/all-the-good-times-are-past-and-gone-chords-980522,2010-08-23,2010.0,country,,,,0,0,0,0,0,C,8,G,3,D,1,0.1,0.75,0.0,0.41,0.0,0.2916666666666666,0.4166666666666667,0.0,0.3,0.0,0.0,0.9,0.0,1966.0
All The Good Times Are Past And Gone,Ralph Stanley,1777270.0,Chords,1.0,15,4.68908,,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/ralph-stanley/all-the-good-times-are-past-and-gone-chords-1777270,2015-10-28,2015.0,country,,,,0,0,0,0,0,G,25,C,12,D7,12,0.1714285714285714,0.9387755102040816,0.0,0.7457142857142856,0.4897959183673469,0.979591836734694,0.0,0.0,0.3,3.346938775510204,0.0,0.8285714285714285,0.2448979591836734,1986.0
All The Labor,The Gourds,3114737.0,Chords,1.0,8,4.85491,,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/the-gourds/all-the-labor-chords-3114737,2020-04-27,2020.0,rock,,,"Intro, 2x, Instrumental, Instrumental, hold, Instrumental jam",1,0,0,0,0,A,26,D,15,Bm,13,0.0222222222222222,0.9444444444444444,0.0,0.5655555555555556,0.4814814814814814,0.5349794238683128,0.2592592592592592,0.0,0.3,2.3703703703703702,0.8333333333333334,0.9777777777777776,0.0,1996.0
All The Lonely Women In The World,Bill Anderson,1758516.0,Chords,1.0,5,4.8005,,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/bill-anderson/all-the-lonely-women-in-the-world-chords-1758516,2015-08-10,2015.0,,,,,0,0,0,0,0,G,10,D7,9,C,7,0.2814814814814814,0.8518518518518519,0.0,0.7340740740740741,0.6666666666666666,0.9629629629629628,0.0,0.0,0.4,0.0,0.0,0.7185185185185186,0.3703703703703703,1972.0
All The Love I Had Is Gone,Ralph Stanley,1777271.0,Chords,1.0,4,4.772,,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/ralph-stanley/all-the-love-i-had-is-gone-chords-1777271,2015-10-28,2015.0,country,,,,0,0,0,0,0,C,15,G7,7,F,6,0.1928571428571428,0.8928571428571429,0.0,0.71,0.5,0.8954081632653061,0.0357142857142857,0.0,0.3,1.7142857142857142,0.0,0.8071428571428572,0.25,1972.0
All The Right Problems,Chris Lane,2829475.0,Chords,1.0,0,0.0,novice,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/chris-lane/all-the-right-problems-chords-2829475,2019-09-18,2019.0,,,,"Intro, Verse 1, Pre-Chorus, Chorus, Verse 2, Chorus, Bridge, Chorus",1,1,1,1,0,C#m,17,Cm,17,Bm,16,0.0428571428571428,0.9142857142857144,0.0,0.7000000000000001,0.6714285714285714,0.929795918367347,0.0285714285714285,0.3333333333333333,0.6,1.6,1.0,0.9571428571428572,0.0142857142857142,2018.0
All The Same,The Infamous Stringdusters,2119863.0,Chords,1.0,4,4.62914,novice,E A D G B E,0.0,https://tabs.ultimate-guitar.com/tab/the-infamous-stringdusters/all-the-same-chords-2119863,2017-08-24,2017.0,country,Am,,"Intro, Verse, Bridge, Verse, Chorus, Verse, Bridge, Chorus",1,1,1,1,0,Am,27,F,22,C,11,0.0373333333333333,0.9066666666666666,0.0,0.6553333333333333,0.7333333333333333,0.7861333333333334,0.12,0.3333333333333333,0.7,0.0,0.6666666666666666,0.9626666666666668,0.0,2010.0
All The Same Friends,Russell Dickerson,4412093.0,Chords,1.0,0,0.0,,E A D G B E,3.0,https://tabs.ultimate-guitar.com/tab/russell-dickerson/all-the-same-friends-chords-4412093,2022-11-05,2022.0,country,,,"Intro, Verse[
[tab, Chorus, Verse, Chorus, Instrumental/SOLO, Break, Chorus, Outro",1,1,1,0,1,D,32,A,16,G,8,0.0214285714285714,0.9464285714285714,0.0,0.4849999999999999,0.0,0.3794642857142857,0.375,0.0,0.3,0.0,1.1666666666666667,0.9785714285714284,0.0,2022.0
