chart_year,position,song_name,artist_name,source_title,song_key,artist_key,song_name_clean,resolved_artist_identity,resolved_artist_id,resolved_artist_name,artist_resolution,artist_key_simplified
2019,6,Living,Dierks Bentley,2019 in country music,living,dierks bentley,Living,id:artist_000118,artist_000118,Dierks Bentley,existing_artist,dierks bentley
2020,10,Heartless,Diplo featuring Morgan Wallen,2020 in country music,heartless,diplo featuring morgan wallen,Heartless,id:artist_001482,artist_001482,Diplo,existing_artist,diplo
2001,3,If I Fall You're Going Down with Me,Dixie Chicks,2001 in country music,if i fall you re going down with me,dixie chicks,If I Fall You're Going Down with Me,id:artist_001265,artist_001265,The Chicks,existing_artist,dixie chicks
1998,1,There's Your Trouble,Dixie Chicks,1998 in country music,there s your trouble,dixie chicks,There's Your Trouble,id:artist_001265,artist_001265,The Chicks,existing_artist,dixie chicks
1998,1,Wide Open Spaces,Dixie Chicks,1998 in country music,wide open spaces,dixie chicks,Wide Open Spaces,id:artist_001265,artist_001265,The Chicks,existing_artist,dixie chicks
1974,4,I Will Always Love You,Dolly Parton,1974 in country music,i will always love you,dolly parton,I Will Always Love You,id:artist_000006,artist_000006,Dolly Parton,existing_artist,dolly parton
1964,14,"Chit Akins, Make Me a Star",Don Bowman,1964 in country music,chit akins make me a star,don bowman,"Chit Akins, Make Me a Star",id:artist_000501,artist_000501,Don Bowman,existing_artist,don bowman
1974,9,Bring Back Your Love to Me,Don Gibson,1974 in country music,bring back your love to me,don gibson,Bring Back Your Love to Me,id:artist_000503,artist_000503,Don Gibson,existing_artist,don gibson
1959,5,Don't Tell Me Your Troubles,Don Gibson,1959 in country music,don t tell me your troubles,don gibson,Don't Tell Me Your Troubles,id:artist_000503,artist_000503,Don Gibson,existing_artist,don gibson
1960,11,"Far, Far Away",Don Gibson,1960 in country music,far far away,don gibson,"Far, Far Away",id:artist_000503,artist_000503,Don Gibson,existing_artist,don gibson
1958,5,Give Myself a Party,Don Gibson,1958 in country music,give myself a party,don gibson,Give Myself a Party,id:artist_000503,artist_000503,Don Gibson,existing_artist,don gibson
1958,7,I Can't Stop Loving You,Don Gibson,1958 in country music,i can t stop loving you,don gibson,I Can't Stop Loving You,id:artist_000503,artist_000503,Don Gibson,existing_artist,don gibson
1960,14,I'm Movin' On,Don Gibson,1960 in country music,i m movin on,don gibson,I'm Movin' On,id:artist_000503,artist_000503,Don Gibson,existing_artist,don gibson
1960,2,Just One Time,Don Gibson,1960 in country music,just one time,don gibson,Just One Time,id:artist_000503,artist_000503,Don Gibson,existing_artist,don gibson
1959,11,Lonesome Old House,Don Gibson,1959 in country music,lonesome old house,don gibson,Lonesome Old House,id:artist_000503,artist_000503,Don Gibson,existing_artist,don gibson
1958,8,Look Who's Blue,Don Gibson,1958 in country music,look who s blue,don gibson,Look Who's Blue,id:artist_000503,artist_000503,Don Gibson,existing_artist,don gibson
1974,12,Snap Your Fingers,Don Gibson,1974 in country music,snap your fingers,don gibson,Snap Your Fingers,id:artist_000503,artist_000503,Don Gibson,existing_artist,don gibson
1974,10,I Wouldn't Want to Live If You Didn't Love Me,Don Williams,1974 in country music,i wouldn t want to live if you didn t love me,don williams,I Wouldn't Want to Live If You Didn't Love Me,id:artist_001954,artist_001954,Don Williams,existing_artist,don williams
1991,7,Lord Have Mercy on a Country Boy,Don Williams,1991 in country music,lord have mercy on a country boy,don williams,Lord Have Mercy on a Country Boy,id:artist_001954,artist_001954,Don Williams,existing_artist,don williams
1974,6,I'll Try a Little Bit Harder,Donna Fargo,1974 in country music,i ll try a little bit harder,donna fargo,I'll Try a Little Bit Harder,id:artist_001051,artist_001051,Donna Fargo,existing_artist,donna fargo
1974,17,I'm Leaving It Up to You,Donny and Marie Osmond,1974 in country music,i m leaving it up to you,donny and marie osmond,I'm Leaving It Up to You,id:artist_001307,artist_001307,The Osmonds,existing_artist,donny and marie osmond
1964,10,Here Comes My Baby,Dottie West,1964 in country music,here comes my baby,dottie west,Here Comes My Baby,id:artist_000757,artist_000757,Dottie West,existing_artist,dottie west
1974,8,Last Time I Saw Him,Dottie West,1974 in country music,last time i saw him,dottie west,Last Time I Saw Him,id:artist_000757,artist_000757,Dottie West,existing_artist,dottie west
1994,4,Addicted to a Dollar,Doug Stone,1994 in country music,addicted to a dollar,doug stone,Addicted to a Dollar,id:artist_000512,artist_000512,Doug Stone,existing_artist,doug stone
1994,2,I Never Knew Love,Doug Stone,1994 in country music,i never knew love,doug stone,I Never Knew Love,id:artist_000512,artist_000512,Doug Stone,existing_artist,doug stone
1991,4,I Thought It Was You,Doug Stone,1991 in country music,i thought it was you,doug stone,I Thought It Was You,id:artist_000512,artist_000512,Doug Stone,existing_artist,doug stone
1991,1,In a Different Light,Doug Stone,1991 in country music,in a different light,doug stone,In a Different Light,id:artist_000512,artist_000512,Doug Stone,existing_artist,doug stone
1994,6,More Love,Doug Stone,1994 in country music,more love,doug stone,More Love,id:artist_000512,artist_000512,Doug Stone,existing_artist,doug stone
1991,5,These Lips Don't Know How to Say Goodbye,Doug Stone,1991 in country music,these lips don t know how to say goodbye,doug stone,These Lips Don't Know How to Say Goodbye,id:artist_000512,artist_000512,Doug Stone,existing_artist,doug stone
2016,20,Livin' the Dream,Drake White,2016 in country music,livin the dream,drake white,Livin' the Dream,id:artist_000636,artist_000636,Drake White,existing_artist,drake white
2024,29,She's Somebody's Daughter,Drew Baldridge,2024 in country music,she s somebody s daughter,drew baldridge,She's Somebody's Daughter,id:artist_001505,artist_001505,Drew Baldridge,existing_artist,drew baldridge
2025,46,Tough People,Drew Baldridge,2025 in country music,tough people,drew baldridge,Tough People,id:artist_001505,artist_001505,Drew Baldridge,existing_artist,drew baldridge
2012,2,Cowboys and Angels,Dustin Lynch,2012 in country music,cowboys and angels,dustin lynch,Cowboys and Angels,id:artist_000107,artist_000107,Dustin Lynch,existing_artist,dustin lynch
2019,8,Good Girl,Dustin Lynch,2019 in country music,good girl,dustin lynch,Good Girl,id:artist_000107,artist_000107,Dustin Lynch,existing_artist,dustin lynch
2016,8,Mind Reader,Dustin Lynch,2016 in country music,mind reader,dustin lynch,Mind Reader,id:artist_000107,artist_000107,Dustin Lynch,existing_artist,dustin lynch
2021,8,Momma's House,Dustin Lynch,2021 in country music,momma s house,dustin lynch,Momma's House,id:artist_000107,artist_000107,Dustin Lynch,existing_artist,dustin lynch
2023,13,Stars Like Confetti,Dustin Lynch,2023 in country music,stars like confetti,dustin lynch,Stars Like Confetti,id:artist_000107,artist_000107,Dustin Lynch,existing_artist,dustin lynch
2014,4,Where It's At,Dustin Lynch,2014 in country music,where it s at,dustin lynch,Where It's At,id:artist_000107,artist_000107,Dustin Lynch,existing_artist,dustin lynch
2024,15,Chevrolet,Dustin Lynch featuring Jelly Roll,2024 in country music,chevrolet,dustin lynch featuring jelly roll,Chevrolet,id:artist_000107,artist_000107,Dustin Lynch,existing_artist,dustin lynch
2021,2,Thinking 'Bout You,Dustin Lynch featuring Lauren Alaina or MacKenzie Porter,2021 in country music,thinking bout you,dustin lynch featuring lauren alaina or mackenzie porter,Thinking 'Bout You,id:artist_000107,artist_000107,Dustin Lynch,existing_artist,dustin lynch
1994,2,Fast as You,Dwight Yoakam,1994 in country music,fast as you,dwight yoakam,Fast as You,id:artist_001794,artist_001794,Dwight Yoakam,existing_artist,dwight yoakam
1991,15,Nothing's Changed Here,Dwight Yoakam,1991 in country music,nothing s changed here,dwight yoakam,Nothing's Changed Here,id:artist_001794,artist_001794,Dwight Yoakam,existing_artist,dwight yoakam
1991,5,You're the One,Dwight Yoakam,1991 in country music,you re the one,dwight yoakam,You're the One,id:artist_001794,artist_001794,Dwight Yoakam,existing_artist,dwight yoakam
2025,18,Boys Back Home,Dylan Marlowe featuring Dylan Scott,2025 in country music,boys back home,dylan marlowe featuring dylan scott,Boys Back Home,id:artist_001606,artist_001606,Dylan Marlowe,existing_artist,dylan marlowe
2023,10,Can't Have Mine (Find You a Girl),Dylan Scott,2023 in country music,can t have mine,dylan scott,Can't Have Mine (Find You a Girl),id:artist_000101,artist_000101,Dylan Scott,existing_artist,dylan scott
2018,6,Hooked,Dylan Scott,2018 in country music,hooked,dylan scott,Hooked,id:artist_000101,artist_000101,Dylan Scott,existing_artist,dylan scott
2022,13,New Truck,Dylan Scott,2022 in country music,new truck,dylan scott,New Truck,id:artist_000101,artist_000101,Dylan Scott,existing_artist,dylan scott
2021,5,Nobody,Dylan Scott,2021 in country music,nobody,dylan scott,Nobody,id:artist_000101,artist_000101,Dylan Scott,existing_artist,dylan scott
2025,17,This Town's Been Too Good to Us,Dylan Scott,2025 in country music,this town s been too good to us,dylan scott,This Town's Been Too Good to Us,id:artist_000101,artist_000101,Dylan Scott,existing_artist,dylan scott
1991,8,Shadow of a Doubt,Earl Thomas Conley,1991 in country music,shadow of a doubt,earl thomas conley,Shadow of a Doubt,id:artist_001026,artist_001026,Earl Thomas Conley,existing_artist,earl thomas conley
2018,15,A Girl Like You,Easton Corbin,2018 in country music,a girl like you,easton corbin,A Girl Like You,id:artist_000075,artist_000075,Easton Corbin,existing_artist,easton corbin
2013,9,All Over the Road,Easton Corbin,2013 in country music,all over the road,easton corbin,All Over the Road,id:artist_000075,artist_000075,Easton Corbin,existing_artist,easton corbin
2015,11,Baby Be My Love Song,Easton Corbin,2015 in country music,baby be my love song,easton corbin,Baby Be My Love Song,id:artist_000075,artist_000075,Easton Corbin,existing_artist,easton corbin
2011,14,I Can't Love You Back,Easton Corbin,2011 in country music,i can t love you back,easton corbin,I Can't Love You Back,id:artist_000075,artist_000075,Easton Corbin,existing_artist,easton corbin
2012,7,Lovin' You Is Fun,Easton Corbin,2012 in country music,lovin you is fun,easton corbin,Lovin' You Is Fun,id:artist_000075,artist_000075,Easton Corbin,existing_artist,easton corbin
1958,14,Have Blues-Will Travel,Eddie Noack,1958 in country music,have blues will travel,eddie noack,Have Blues-Will Travel,id:artist_000369,artist_000369,Eddie Noack,existing_artist,eddie noack
1952,1,A Full Time Job,Eddy Arnold,Billboard Top Country & Western Records of 1952,a full time job,eddy arnold,A Full Time Job,id:artist_002082,artist_002082,Eddy Arnold,existing_artist,eddy arnold
1948,25,A Heart Full of Love (For a Handful of Kisses),Eddy Arnold,1948 in country music,a heart full of love,eddy arnold,A Heart Full of Love (For a Handful of Kisses),id:artist_002082,artist_002082,Eddy Arnold,existing_artist,eddy arnold
1948,8,Anytime,Eddy Arnold,1948 in country music,anytime,eddy arnold,Anytime,id:artist_002082,artist_002082,Eddy Arnold,existing_artist,eddy arnold
1959,12,Chip Off the Old Block,Eddy Arnold,1959 in country music,chip off the old block,eddy arnold,Chip Off the Old Block,id:artist_002082,artist_002082,Eddy Arnold,existing_artist,eddy arnold
1950,2,Cuddle Buggin' Baby,Eddy Arnold,Billboard Top Country & Western Records of 1950,cuddle buggin baby,eddy arnold,Cuddle Buggin' Baby,id:artist_002082,artist_002082,Eddy Arnold,existing_artist,eddy arnold
1949,5,Don't Rob Another Man's Castle,Eddy Arnold,1949 in country music,don t rob another man s castle,eddy arnold,Don't Rob Another Man's Castle,id:artist_002082,artist_002082,Eddy Arnold,existing_artist,eddy arnold
1953,1,Eddy's Song,Eddy Arnold,Billboard Top Country & Western Records of 1953,eddy s song,eddy arnold,Eddy's Song,id:artist_002082,artist_002082,Eddy Arnold,existing_artist,eddy arnold
1954,7,Hep Cat Baby,Eddy Arnold,Billboard Top Country & Western Records of 1954,hep cat baby,eddy arnold,Hep Cat Baby,id:artist_002082,artist_002082,Eddy Arnold,existing_artist,eddy arnold
1954,1,I Really Don't Want to Know,Eddy Arnold,Billboard Top Country & Western Records of 1954,i really don t want to know,eddy arnold,I Really Don't Want to Know,id:artist_002082,artist_002082,Eddy Arnold,existing_artist,eddy arnold
1974,19,I Wish That I Had Loved You Better,Eddy Arnold,1974 in country music,i wish that i had loved you better,eddy arnold,I Wish That I Had Loved You Better,id:artist_002082,artist_002082,Eddy Arnold,existing_artist,eddy arnold
1947,1,I'll Hold You in My Heart (Till I Can Hold You in My Arms),Eddy Arnold,1947 in country music,i ll hold you in my heart,eddy arnold,I'll Hold You in My Heart (Till I Can Hold You in My Arms),id:artist_002082,artist_002082,Eddy Arnold,existing_artist,eddy arnold
1949,30,I'm Throwing Rice (At the Girl That I Love),Eddy Arnold,1949 in country music,i m throwing rice,eddy arnold,I'm Throwing Rice (At the Girl That I Love),id:artist_002082,artist_002082,Eddy Arnold,existing_artist,eddy arnold
1955,10,I've Been Thinking,Eddy Arnold,Billboard Top Country & Western Records of 1955,i ve been thinking,eddy arnold,I've Been Thinking,id:artist_002082,artist_002082,Eddy Arnold,existing_artist,eddy arnold
1947,1,It's a Sin,Eddy Arnold,1947 in country music,it s a sin,eddy arnold,It's a Sin,id:artist_002082,artist_002082,Eddy Arnold,existing_artist,eddy arnold
1964,12,Jealous Hearted Me,Eddy Arnold,1964 in country music,jealous hearted me,eddy arnold,Jealous Hearted Me,id:artist_002082,artist_002082,Eddy Arnold,existing_artist,eddy arnold
1948,18,Just a Little Lovin' (Will Go a Long Way),Eddy Arnold,1948 in country music,just a little lovin,eddy arnold,Just a Little Lovin' (Will Go a Long Way),id:artist_002082,artist_002082,Eddy Arnold,existing_artist,eddy arnold
1955,25,Kentuckian Song,Eddy Arnold,Billboard Top Country & Western Records of 1955,kentuckian song,eddy arnold,Kentuckian Song,id:artist_002082,artist_002082,Eddy Arnold,existing_artist,eddy arnold
1950,3,Little Angel With the Dirty Face,Eddy Arnold,Billboard Top Country & Western Records of 1950,little angel with the dirty face,eddy arnold,Little Angel With the Dirty Face,id:artist_002082,artist_002082,Eddy Arnold,existing_artist,eddy arnold
1950,2,Lovebug Itch,Eddy Arnold,Billboard Top Country & Western Records of 1950,lovebug itch,eddy arnold,Lovebug Itch,id:artist_002082,artist_002082,Eddy Arnold,existing_artist,eddy arnold
1950,6,Mama and Daddy Broke My Heart,Eddy Arnold,Billboard Top Country & Western Records of 1950,mama and daddy broke my heart,eddy arnold,Mama and Daddy Broke My Heart,id:artist_002082,artist_002082,Eddy Arnold,existing_artist,eddy arnold
1964,5,Molly,Eddy Arnold,1964 in country music,molly,eddy arnold,Molly,id:artist_002082,artist_002082,Eddy Arnold,existing_artist,eddy arnold
1951,2,Somebody's Been Beating My Time,Eddy Arnold,Billboard Top Country & Western Records of 1951,somebody s been beating my time,eddy arnold,Somebody's Been Beating My Time,id:artist_002082,artist_002082,Eddy Arnold,existing_artist,eddy arnold
1950,1,Take Me in Your Arms,Eddy Arnold,Billboard Top Country & Western Records of 1950,take me in your arms,eddy arnold,Take Me in Your Arms,id:artist_002082,artist_002082,Eddy Arnold,existing_artist,eddy arnold
1955,23,That Do Make It So Nice,Eddy Arnold,Billboard Top Country & Western Records of 1955,that do make it so nice,eddy arnold,That Do Make It So Nice,id:artist_002082,artist_002082,Eddy Arnold,existing_artist,eddy arnold
1951,1,There's Been a Change in Me,Eddy Arnold,Billboard Top Country & Western Records of 1951,there s been a change in me,eddy arnold,There's Been a Change in Me,id:artist_002082,artist_002082,Eddy Arnold,existing_artist,eddy arnold
1956,40,You Don't Know Me,Eddy Arnold,Billboard Top Country & Western Records of 1956,you don t know me,eddy arnold,You Don't Know Me,id:artist_002082,artist_002082,Eddy Arnold,existing_artist,eddy arnold
1948,8,"A Heart Full of Love (For a Handful of Kisses)""[3]",Eddy Arnold and his Tennessee Plowboys,1948 in country music,a heart full of love,eddy arnold and his tennessee plowboys,A Heart Full of Love (For a Handful of Kisses),id:artist_002082,artist_002082,Eddy Arnold,existing_artist,eddy arnold
1948,3,"Anytime""[1]",Eddy Arnold and his Tennessee Plowboys,1948 in country music,anytime,eddy arnold and his tennessee plowboys,Anytime,id:artist_002082,artist_002082,Eddy Arnold,existing_artist,eddy arnold
1947,1,"I'll Hold You in My Heart (Till I Can Hold You in My Arms)""[1]",Eddy Arnold and his Tennessee Plowboys,1947 in country music,i ll hold you in my heart,eddy arnold and his tennessee plowboys,I'll Hold You in My Heart (Till I Can Hold You in My Arms),id:artist_002082,artist_002082,Eddy Arnold,existing_artist,eddy arnold
1947,2,"It's a Sin""[2]",Eddy Arnold and his Tennessee Plowboys,1947 in country music,it s a sin,eddy arnold and his tennessee plowboys,It's a Sin,id:artist_002082,artist_002082,Eddy Arnold,existing_artist,eddy arnold
1948,4,"Just a Little Lovin' (Will Go a Long Way)""[3]",Eddy Arnold and his Tennessee Plowboys,1948 in country music,just a little lovin,eddy arnold and his tennessee plowboys,Just a Little Lovin' (Will Go a Long Way),id:artist_002082,artist_002082,Eddy Arnold,existing_artist,eddy arnold
1946,5,"That's How Much I Love You""[4]",Eddy Arnold and his Tennessee Plowboys,1946 in country music,that s how much i love you,eddy arnold and his tennessee plowboys,That's How Much I Love You,id:artist_002082,artist_002082,Eddy Arnold,existing_artist,eddy arnold
2025,4,Weren't for the Wind,Ella Langley,2025 in country music,weren t for the wind,ella langley,Weren't for the Wind,id:artist_000049,artist_000049,Ella Langley,existing_artist,ella langley
2024,7,You Look Like You Love Me,Ella Langley featuring Riley Green,2024 in country music,you look like you love me,ella langley featuring riley green,You Look Like You Love Me,id:artist_000049,artist_000049,Ella Langley,existing_artist,ella langley
1946,9,"Someday""[6]",Elton Britt,1946 in country music,someday,elton britt,Someday,id:artist_000174,artist_000174,Elton Britt,existing_artist,elton britt
2021,4,My Boy,Elvie Shane,2021 in country music,my boy,elvie shane,My Boy,id:artist_001589,artist_001589,Elvie Shane,existing_artist,elvie shane
1957,1,"(Let Me Be Your) Teddy Bear""/""Loving You",Elvis Presley,Billboard Top Country & Western Records of 1957,teddy bear loving you,elvis presley,(Let Me Be Your) Teddy Bear / Loving You,id:artist_000813,artist_000813,Elvis Presley,existing_artist,elvis presley
1958,2,Don't,Elvis Presley,1958 in country music,don t,elvis presley,Don't,id:artist_000813,artist_000813,Elvis Presley,existing_artist,elvis presley
1956,7,Don't Be Cruel,Elvis Presley,Billboard Top Country & Western Records of 1956,don t be cruel,elvis presley,Don't Be Cruel,id:artist_000813,artist_000813,Elvis Presley,existing_artist,elvis presley
1974,4,I've Got a Thing About You Baby,Elvis Presley,1974 in country music,i ve got a thing about you baby,elvis presley,I've Got a Thing About You Baby,id:artist_000813,artist_000813,Elvis Presley,existing_artist,elvis presley
2016,4,Burning House,Emily Ann Roberts,2016 in country music,burning house,emily ann roberts,Burning House,id:artist_000726,artist_000726,Emily Ann Roberts,existing_artist,emily ann roberts
2016,19,Islands in the Stream,Emily Ann Roberts featuring Blake Shelton,2016 in country music,islands in the stream,emily ann roberts featuring blake shelton,Islands in the Stream,id:artist_000726,artist_000726,Emily Ann Roberts,existing_artist,emily ann roberts
2012,1,Drink in My Hand,Eric Church,2012 in country music,drink in my hand,eric church,Drink in My Hand,id:artist_001969,artist_001969,Eric Church,existing_artist,eric church
2014,4,Give Me Back My Hometown,Eric Church,2014 in country music,give me back my hometown,eric church,Give Me Back My Hometown,id:artist_001969,artist_001969,Eric Church,existing_artist,eric church
2021,2,Hell of a View,Eric Church,2021 in country music,hell of a view,eric church,Hell of a View,id:artist_001969,artist_001969,Eric Church,existing_artist,eric church
2016,2,Record Year,Eric Church,2016 in country music,record year,eric church,Record Year,id:artist_001969,artist_001969,Eric Church,existing_artist,eric church
2018,7,Round Here Buzz,Eric Church,2018 in country music,round here buzz,eric church,Round Here Buzz,id:artist_001969,artist_001969,Eric Church,existing_artist,eric church
2019,7,Some of It,Eric Church,2019 in country music,some of it,eric church,Some of It,id:artist_001969,artist_001969,Eric Church,existing_artist,eric church
2012,1,Springsteen,Eric Church,2012 in country music,springsteen,eric church,Springsteen,id:artist_001969,artist_001969,Eric Church,existing_artist,eric church
2014,6,Friday Night,Eric Paslay,2014 in country music,friday night,eric paslay,Friday Night,id:artist_001031,artist_001031,Eric Paslay,existing_artist,eric paslay
2015,15,She Don't Love You,Eric Paslay,2015 in country music,she don t love you,eric paslay,She Don't Love You,id:artist_001031,artist_001031,Eric Paslay,existing_artist,eric paslay
2014,18,Song About a Girl,Eric Paslay,2014 in country music,song about a girl,eric paslay,Song About a Girl,id:artist_001031,artist_001031,Eric Paslay,existing_artist,eric paslay
1964,10,A Week in the Country,Ernest Ashworth,1964 in country music,a week in the country,ernest ashworth,A Week in the Country,id:artist_000877,artist_000877,Ernest Ashworth,existing_artist,ernest ashworth
1960,4,Each Moment (Spent With You),Ernest Ashworth,1960 in country music,each moment,ernest ashworth,Each Moment (Spent With You),id:artist_000877,artist_000877,Ernest Ashworth,existing_artist,ernest ashworth
1964,4,I Love to Dance with Annie,Ernest Ashworth,1964 in country music,i love to dance with annie,ernest ashworth,I Love to Dance with Annie,id:artist_000877,artist_000877,Ernest Ashworth,existing_artist,ernest ashworth
1960,8,You Can't Pick a Rose in December,Ernest Ashworth,1960 in country music,you can t pick a rose in december,ernest ashworth,You Can't Pick a Rose in December,id:artist_000877,artist_000877,Ernest Ashworth,existing_artist,ernest ashworth
1949,22,"Blue Christmas""[17]",Ernest Tubb,1949 in country music,blue christmas,ernest tubb,Blue Christmas,id:artist_001963,artist_001963,Ernest Tubb,existing_artist,ernest tubb
1947,18,"Don't Look Now (But Your Broken Heart Is Showing)""[12]",Ernest Tubb,1947 in country music,don t look now,ernest tubb,Don't Look Now (But Your Broken Heart Is Showing),id:artist_001963,artist_001963,Ernest Tubb,existing_artist,ernest tubb
1960,16,Ev'rybody's Somebody's Fool,Ernest Tubb,1960 in country music,ev rybody s somebody s fool,ernest tubb,Ev'rybody's Somebody's Fool,id:artist_001963,artist_001963,Ernest Tubb,existing_artist,ernest tubb
1946,11,"Filipino Baby""[8]",Ernest Tubb,1946 in country music,filipino baby,ernest tubb,Filipino Baby,id:artist_001963,artist_001963,Ernest Tubb,existing_artist,ernest tubb
1948,22,"Forever Is Ending Today'""[9]",Ernest Tubb,1948 in country music,forever is ending today,ernest tubb,Forever Is Ending Today',id:artist_001963,artist_001963,Ernest Tubb,existing_artist,ernest tubb
1958,8,Half a Mind,Ernest Tubb,1958 in country music,half a mind,ernest tubb,Half a Mind,id:artist_001963,artist_001963,Ernest Tubb,existing_artist,ernest tubb
1949,30,"Have You Ever Been Lonely? (Have You Ever Been Blue)""[22]",Ernest Tubb,1949 in country music,have you ever been lonely,ernest tubb,Have You Ever Been Lonely? (Have You Ever Been Blue),id:artist_001963,artist_001963,Ernest Tubb,existing_artist,ernest tubb
1958,13,House of Glass,Ernest Tubb,1958 in country music,house of glass,ernest tubb,House of Glass,id:artist_001963,artist_001963,Ernest Tubb,existing_artist,ernest tubb
1959,12,I Cried a Tear,Ernest Tubb,1959 in country music,i cried a tear,ernest tubb,I Cried a Tear,id:artist_001963,artist_001963,Ernest Tubb,existing_artist,ernest tubb
1950,2,I Love You Because,Ernest Tubb,Billboard Top Country & Western Records of 1950,i love you because,ernest tubb,I Love You Because,id:artist_001963,artist_001963,Ernest Tubb,existing_artist,ernest tubb
1950,2,Letters Have No Arms,Ernest Tubb,Billboard Top Country & Western Records of 1950,letters have no arms,ernest tubb,Letters Have No Arms,id:artist_001963,artist_001963,Ernest Tubb,existing_artist,ernest tubb
1952,3,Missing in Action,Ernest Tubb,Billboard Top Country & Western Records of 1952,missing in action,ernest tubb,Missing in Action,id:artist_001963,artist_001963,Ernest Tubb,existing_artist,ernest tubb
1959,14,Next Time,Ernest Tubb,1959 in country music,next time,ernest tubb,Next Time,id:artist_001963,artist_001963,Ernest Tubb,existing_artist,ernest tubb
1946,4,"Rainbow at Midnight""[3]",Ernest Tubb,1946 in country music,rainbow at midnight,ernest tubb,Rainbow at Midnight,id:artist_001963,artist_001963,Ernest Tubb,existing_artist,ernest tubb
1947,6,"Rainbow at Midnight""[6]",Ernest Tubb,1947 in country music,rainbow at midnight,ernest tubb,Rainbow at Midnight,id:artist_001963,artist_001963,Ernest Tubb,existing_artist,ernest tubb
1947,18,Rainbow at Midnight,Ernest Tubb,1947 in country music,rainbow at midnight,ernest tubb,Rainbow at Midnight,id:artist_001963,artist_001963,Ernest Tubb,existing_artist,ernest tubb
1948,23,"Seaman's Blues'""[10]",Ernest Tubb,1948 in country music,seaman s blues,ernest tubb,Seaman's Blues',id:artist_001963,artist_001963,Ernest Tubb,existing_artist,ernest tubb
1949,12,"Slipping Around""[11]",Ernest Tubb,1949 in country music,slipping around,ernest tubb,Slipping Around,id:artist_001963,artist_001963,Ernest Tubb,existing_artist,ernest tubb
1949,24,Slipping Around,Ernest Tubb,1949 in country music,slipping around,ernest tubb,Slipping Around,id:artist_001963,artist_001963,Ernest Tubb,existing_artist,ernest tubb
1950,3,Throw Your Love My Way,Ernest Tubb,Billboard Top Country & Western Records of 1950,throw your love my way,ernest tubb,Throw Your Love My Way,id:artist_001963,artist_001963,Ernest Tubb,existing_artist,ernest tubb
1959,19,What Am I Living For,Ernest Tubb,1959 in country music,what am i living for,ernest tubb,What Am I Living For,id:artist_001963,artist_001963,Ernest Tubb,existing_artist,ernest tubb
2022,13,Flower Shops,Ernest featuring Morgan Wallen,2022 in country music,flower shops,ernest featuring morgan wallen,Flower Shops,id:artist_000188,artist_000188,Ernest,existing_artist,ernest
1958,11,Raunchy,Ernie Freeman,1958 in country music,raunchy,ernie freeman,Raunchy,id:artist_001035,artist_001035,Ernie Freeman,existing_artist,ernie freeman
1998,1,Let Me Let Go,Faith Hill,1998 in country music,let me let go,faith hill,Let Me Let Go,id:artist_001226,artist_001226,Faith Hill,existing_artist,faith hill
1994,1,Piece of My Heart,Faith Hill,1994 in country music,piece of my heart,faith hill,Piece of My Heart,id:artist_001226,artist_001226,Faith Hill,existing_artist,faith hill
2001,11,There You'll Be,Faith Hill,2001 in country music,there you ll be,faith hill,There You'll Be,id:artist_001226,artist_001226,Faith Hill,existing_artist,faith hill
1998,1,This Kiss,Faith Hill,1998 in country music,this kiss,faith hill,This Kiss,id:artist_001226,artist_001226,Faith Hill,existing_artist,faith hill
1959,16,A Long Time Ago,Faron Young,1959 in country music,a long time ago,faron young,A Long Time Ago,id:artist_001857,artist_001857,Faron Young,existing_artist,faron young
1955,10,All Right,Faron Young,Billboard Top Country & Western Records of 1955,all right,faron young,All Right,id:artist_001857,artist_001857,Faron Young,existing_artist,faron young
1958,10,Every Time I'm Kissing You,Faron Young,1958 in country music,every time i m kissing you,faron young,Every Time I'm Kissing You,id:artist_001857,artist_001857,Faron Young,existing_artist,faron young
1960,10,Face to the Wall,Faron Young,1960 in country music,face to the wall,faron young,Face to the Wall,id:artist_001857,artist_001857,Faron Young,existing_artist,faron young
1957,5,I Miss You Already,Faron Young,Billboard Top Country & Western Records of 1957,i miss you already,faron young,I Miss You Already,id:artist_001857,artist_001857,Faron Young,existing_artist,faron young
1956,20,I've Got Five Dollars and It's Saturday Night,Faron Young,Billboard Top Country & Western Records of 1956,i ve got five dollars and it s saturday night,faron young,I've Got Five Dollars and It's Saturday Night,id:artist_001857,artist_001857,Faron Young,existing_artist,faron young
1955,8,If You Ain't Lovin' (You Ain't Livin'),Faron Young,Billboard Top Country & Western Records of 1955,if you ain t lovin,faron young,If You Ain't Lovin' (You Ain't Livin'),id:artist_001857,artist_001857,Faron Young,existing_artist,faron young
1959,20,Last Night at a Party,Faron Young,1959 in country music,last night at a party,faron young,Last Night at a Party,id:artist_001857,artist_001857,Faron Young,existing_artist,faron young
1955,5,"Live Fast, Love Hard, Die Young",Faron Young,Billboard Top Country & Western Records of 1955,live fast love hard die young,faron young,"Live Fast, Love Hard, Die Young",id:artist_001857,artist_001857,Faron Young,existing_artist,faron young
1964,11,My Friend on the Right,Faron Young,1964 in country music,my friend on the right,faron young,My Friend on the Right,id:artist_001857,artist_001857,Faron Young,existing_artist,faron young
1974,8,Some Kind of a Woman,Faron Young,1974 in country music,some kind of a woman,faron young,Some Kind of a Woman,id:artist_001857,artist_001857,Faron Young,existing_artist,faron young
