song_name,artist_name,upload_year,complexity,repetition,harmonic_palette,structure_variation,playability,release_year,birth_year,billboard_country_year_end_flag,billboard_country_year_end_pos,artist_age_at_release,macro_region_clean,genre_clean,first_chord_group
Were Gonna Hold On,George Jones,2019,.0642857142857143,.8392857142857143,.9,.5,.9357142857142856,1973,1931,No,,42,South,country,BB
What My Woman Cant Do,George Jones,2010,.1590909090909091,.9090909090909092,.4,0,.8409090909090909,1973,1931,No,,42,South,country,C
Youre Looking At A Happy Man,George Jones,2021,.2105263157894737,.9078947368421052,.7,1.5,.7894736842105263,1973,1931,No,,42,South,country,G
Cold Cold Heart,Glen Campbell,2016,.1919191919191919,.8383838383838383,1.6,0,.8080808080808081,1973,1936,No,,37,South,country,E
I Could Never Be Ashamed Of You,Glen Campbell,2015,.2047619047619047,.7738095238095238,1.9,0,.7952380952380953,1973,1936,No,,37,South,country,D
I Take It On Home,Glen Campbell,2016,.2390804597701149,.8505747126436781,1.3,0,.7609195402298851,1973,1936,No,,37,South,country,F
I Want To Be With You Always,Glen Campbell,2016,.2181818181818181,.8909090909090909,.6,0,.7818181818181819,1973,1936,No,,37,South,country,B
On This Road,Glen Campbell,2015,.1419354838709677,.7903225806451613,1.3,0,.8580645161290322,1973,1936,No,,37,South,country,OTHER
Sold American,Glen Campbell,2017,.0232558139534883,.9418604651162792,.5,1.333333333333333,.9767441860465116,1973,1936,No,,37,South,country,C
Wedding Bells,Glen Campbell,2016,.0928571428571428,.8214285714285714,1,0,.9071428571428573,1973,1936,No,,37,South,country,OTHER
Wherefore And Why,Glen Campbell,2016,.0680851063829787,.925531914893617,.7,0,.9319148936170212,1973,1936,No,,37,South,country,G
Youre The One,Glen Campbell,2015,.1049180327868852,.9344262295081968,.4,0,.8950819672131147,1973,1936,No,,37,South,country,G
North To Chicago,Hank Snow,2022,.21,.85,.6,1.166666666666667,.79,1973,1914,No,,59,Appalachia,country,D
You Know That I Know,Hank Williams,2011,.0244897959183673,.9387755102040816,.3,.1666666666666666,.9755102040816328,1973,1923,No,,50,South,country,A
The Last Love Song,Hank Williams Jr.,2023,.13125,.71875,.9,.6666666666666666,.86875,1973,1923,No,,50,South,country,D
We Found It In Each Others Arms,Jack Greene,2024,.2034482758620689,.8793103448275862,.7,1,.796551724137931,1973,1930,No,,43,Appalachia,country,C
We Know An Ending,Jack Greene,2024,.231578947368421,.8947368421052632,.4,.8333333333333334,.768421052631579,1973,1930,No,,43,Appalachia,country,E
You And Me Against The World,Jack Greene,2022,.1829268292682927,.8902439024390244,.9,.6666666666666666,.8170731707317073,1973,1930,No,,43,Appalachia,country,D
Youre Heavy On My Mind Today,Jack Greene,2017,.2196078431372549,.9215686274509804,.4,.1666666666666666,.7803921568627451,1973,1930,No,,43,Appalachia,country,C
Safe In The Love Of My Man,Jean Shepard,2015,.2714285714285714,.9107142857142856,.5,0,.7285714285714286,1973,1933,No,,40,South,country,C
Morning Dew,Jeff Beck Group,2022,.0222222222222222,.9444444444444444,.4,1,.9777777777777776,1973,1970,No,,3,West,country,OTHER
Gettin By,Jerry Jeff Walker,2010,.0133333333333333,.9666666666666668,.3,0,.9866666666666668,1973,1942,No,,31,Northeast,country,A
Sangria Wine,Jerry Jeff Walker,2010,.0115384615384615,.971153846153846,.3,1.333333333333333,.9884615384615384,1973,1942,No,,31,Northeast,country,C
Wheel,Jerry Jeff Walker,2020,.0071428571428571,.9821428571428572,.4,1,.9928571428571428,1973,1942,No,,31,Northeast,country,EM
Born To Be A Loser,Jerry Lee Lewis,2015,.237037037037037,.8518518518518519,.4,0,.762962962962963,1973,1935,No,,38,South,country,G
Honky Tonk Wine,Jerry Lee Lewis,2015,.3111111111111111,.8888888888888888,.2,0,.6888888888888889,1973,1935,No,,38,South,country,C
Pop A Top Again,Jim Ed Brown,2020,.0307692307692307,.9230769230769232,.5,.6666666666666666,.9692307692307692,1973,1934,No,,39,South,country,A
Southern Loving,Jim Ed Brown,2015,.2461538461538461,.8461538461538461,.4,0,.7538461538461538,1973,1934,No,,39,South,country,C
Dolly With The Dimpled Knees,Jim Reeves,2023,.0333333333333333,.9166666666666666,.2,1,.9666666666666668,1973,1923,No,,50,South,country,BB
Heartbreak In Silhouette,Jim Reeves,2020,.1944444444444444,.8888888888888888,.8,1.666666666666667,.8055555555555556,1973,1923,No,,50,South,country,F
Strike It Rich,Jim Reeves,2022,.33125,.734375,1.7,.8333333333333334,.66875,1973,1923,No,,50,South,country,C
The Search Is Ended,Jim Reeves,2022,.2491228070175438,.7719298245614035,1.3,.8333333333333334,.7508771929824561,1973,1923,No,,50,South,country,D
Lâche Pas La Patate,Jimmy C Newman,2019,.0195121951219512,.951219512195122,.2,1,.9804878048780488,1973,1927,No,,46,South,country,G
Bring It On Home To Your Woman,Joe Stampley,2025,.072,.88,.6,1,.928,1973,1943,No,,30,South,country,A
Id Rather Be A Cowboy,John Denver,2016,.0886363636363636,.931818181818182,.6,0,.9113636363636364,1973,1943,No,,30,West,country,D
Please Daddy Dont Get Drunk This Christmas,John Denver,2014,.2029850746268656,.8955223880597015,.7,0,.7970149253731343,1973,1943,No,,30,West,country,C
Rocky Mountain Suite,John Denver,2006,.0893617021276595,.8723404255319149,.6,0,.9106382978723404,1973,1943,No,,30,West,country,D
Blue Umbrella,John Prine,2007,.0118811881188118,.9702970297029704,.3,.8333333333333334,.988118811881188,1973,1946,No,,27,Midwest,country,A
Christmas In Prison,John Prine,2015,.0141176470588235,.9647058823529412,.3,1,.9858823529411764,1973,1946,No,,27,Midwest,country,G
Dear Abby,John Prine,2012,.0107142857142857,.9732142857142856,.3,.8333333333333334,.9892857142857144,1973,1946,No,,27,Midwest,country,G
Grandpa Was A Carpenter,John Prine,2014,.0176470588235294,.9558823529411764,.3,.8333333333333334,.9823529411764704,1973,1946,No,,27,Midwest,country,G
Sweet Revenge,John Prine,2015,.1466666666666666,.9333333333333332,.4,.6666666666666666,.8533333333333333,1973,1946,No,,27,Midwest,country,G
Another Song To Sing,Johnny Cash,2016,.0210526315789473,.9473684210526316,.3,0,.9789473684210528,1973,1932,No,,41,South,country,A
Austin Prison,Johnny Cash,2007,.0366666666666666,.9333333333333332,.4,1.333333333333333,.9633333333333334,1973,1932,No,,41,South,country,A
Ballad Of Annie Palmer,Johnny Cash,2020,.0416666666666666,.9583333333333334,.4,.8333333333333334,.9583333333333334,1973,1932,No,,41,South,country,A
Best Friend,Johnny Cash,2017,.0296296296296296,.925925925925926,.4,.5,.9703703703703704,1973,1932,No,,41,South,country,E
Burden Of Freedom,Johnny Cash,2017,.0432432432432432,.8918918918918919,.4,.5,.9567567567567568,1973,1932,No,,41,South,country,C
Call Daddy From The Mine,Johnny Cash,2017,.0203389830508474,.9491525423728814,.3,.1666666666666666,.9796610169491524,1973,1932,No,,41,South,country,G
Color Of Love,Johnny Cash,2017,.0324324324324324,.9189189189189187,.3,.5,.9675675675675676,1973,1932,No,,41,South,country,A
Country Trash,Johnny Cash,2006,.023076923076923,.9423076923076924,.3,.6666666666666666,.9769230769230768,1973,1932,No,,41,South,country,D
Godshine,Johnny Cash,2017,.0176470588235294,.9558823529411764,.3,.5,.9823529411764704,1973,1932,No,,41,South,country,G
Gospel Road,Johnny Cash,2017,.0152380952380952,.961904761904762,.4,1.166666666666667,.9847619047619048,1973,1932,No,,41,South,country,C
Greatest,Johnny Cash,2023,.1993640699523052,.9761526232114468,1.5,3,.8006359300476947,1973,1932,No,,41,South,country,A
Id Still Be There,Johnny Cash,2017,.3684210526315789,.868421052631579,.5,.3333333333333333,.631578947368421,1973,1932,No,,41,South,country,OTHER
It Aint Me Babe,Johnny Cash,2006,.0225352112676056,.943661971830986,.4,1,.9774647887323944,1973,1932,No,,41,South,country,G
Jesus,Johnny Cash,2021,.0210526315789473,.9473684210526316,.3,.5,.9789473684210528,1973,1932,No,,41,South,country,G
Kentucky Straight,Johnny Cash,2020,.081159420289855,.927536231884058,.5,.8333333333333334,.9188405797101448,1973,1932,No,,41,South,country,A
Life Has Its Little Ups And Downs,Johnny Cash,2017,.0695652173913043,.8913043478260869,.5,.5,.9304347826086956,1973,1932,No,,41,South,country,G
Orange Blossom Special,Johnny Cash,2014,.2837209302325582,.813953488372093,.8,0,.7162790697674418,1973,1932,No,,41,South,country,G
Still In Town,Johnny Cash,2017,.1875,.90625,.3,.1666666666666666,.8125,1973,1932,No,,41,South,country,E
Mr Lovemaker,Johnny Paycheck,2015,.1411764705882353,.9117647058823528,.3,0,.8588235294117648,1973,1938,No,,35,Midwest,country,C
Once She Loved Me That Much,Johnny Paycheck,2023,.0831168831168831,.9090909090909092,.7,.8333333333333334,.9168831168831169,1973,1938,No,,35,Midwest,country,D
Shell Unwine Me,Johnny Paycheck,2023,.1098039215686274,.9019607843137256,.5,.6666666666666666,.8901960784313725,1973,1938,No,,35,Midwest,country,C
Something About You I Love,Johnny Paycheck,2015,.1419354838709677,.8387096774193549,.5,0,.8580645161290323,1973,1938,No,,35,Midwest,country,G
The Old Blind Fiddler,Johnny Paycheck,2015,.175,.9375,.4,0,.825,1973,1938,No,,35,Midwest,country,C
Your Love Is Mine,Johnny Paycheck,2023,.041025641025641,.8974358974358975,.8,.6666666666666666,.958974358974359,1973,1938,No,,35,Midwest,country,G
All I Ever Meant To Do Was Love You,Johnny Rodriguez,2015,.2206896551724138,.8620689655172413,.4,0,.7793103448275862,1973,1951,No,,22,South,country,C
Answer To Your Letter,Johnny Rodriguez,2015,.2048780487804878,.926829268292683,.3,0,.7951219512195122,1973,1951,No,,22,South,country,G
I Wonder Where You Are Tonight,Johnny Rodriguez,2023,.2883720930232558,.9069767441860466,.4,.8333333333333334,.7116279069767442,1973,1951,No,,22,South,country,D
Ill Just Have To Learn To Stay Away From You,Johnny Rodriguez,2023,.0536585365853658,.902439024390244,.8,1,.946341463414634,1973,1951,No,,22,South,country,C
Jimmy Was A Drinking Kind Of Man,Johnny Rodriguez,2015,.227027027027027,.9189189189189187,.3,0,.772972972972973,1973,1951,No,,22,South,country,C
Love Aint Such An Easy Thing To Find,Johnny Rodriguez,2015,.2666666666666666,.9047619047619048,.4,0,.7333333333333334,1973,1951,No,,22,South,country,C
Love And Honor,Johnny Rodriguez,2015,.1828571428571428,.8857142857142857,.4,0,.8171428571428572,1973,1951,No,,22,South,country,G
One More Chance,Johnny Rodriguez,2015,.192,.88,.3,0,.8080000000000001,1973,1951,No,,22,South,country,C
Pass Me By,Johnny Rodriguez,2015,.1288461538461538,.9079670329670332,.3,0,.8711538461538462,1973,1951,No,,22,South,country,C
Release Me And Let Me Love Again,Johnny Rodriguez,2023,.2299999999999999,.875,.5,.8333333333333334,.77,1973,1951,No,,22,South,country,G
Thats The Way Love Goes,Johnny Rodriguez,2023,.1260869565217391,.8478260869565217,.7,.6666666666666666,.8739130434782609,1973,1951,No,,22,South,country,G
The Good Lord Knows I Tried,Johnny Rodriguez,2015,.3028571428571428,.8857142857142857,.4,0,.6971428571428572,1973,1951,No,,22,South,country,G
From The Bottle To The Bottom,Kris Kristofferson,2015,.0387096774193548,.9032258064516128,.3,1,.9612903225806452,1973,1936,No,,37,South,country,G
Cryin These Cocksucking Tears,Lavender Country,2014,.025,.9375,.3,0,.975,1973,1972,No,,1,West,country,D
Cryin These Cocksucking Tears,Lavender Country,2014,.025,.9375,.3,0,.975,1973,,No,,,West,country,D
I Cant Shake The Stranger Out Of You,Lavender Country,2014,.0260869565217391,.9347826086956522,.3,0,.9739130434782608,1973,,No,,,West,country,A
Straight White Patterns,Lavender Country,2021,.0478873239436619,.943661971830986,.4,.8333333333333334,.952112676056338,1973,,No,,,West,country,D
To A Woman,Lavender Country,2021,.0444444444444444,.8888888888888888,.4,.5,.9555555555555556,1973,,No,,,West,country,D
Nancy And Me,Lee Hazlewood,2008,.1,.75,.4,0,.9,1973,1929,No,,44,South,country,D
The Performer,Lee Hazlewood,2008,.0634146341463414,.8780487804878049,.5,0,.9365853658536584,1973,1929,No,,44,South,country,G
Wind Sky Sea And Sand,Lee Hazlewood,2008,.0888888888888888,.7777777777777778,.2,0,.9111111111111112,1973,1929,No,,44,South,country,C
Railroad Lady,Lefty Frizzell,2021,.2224999999999999,.875,1,1,.7775000000000001,1973,1928,No,,45,South,country,C
Thats The Way Love Goes,Lefty Frizzell,2021,.1659574468085106,.9148936170212766,1.2,1,.8340425531914893,1973,1928,No,,45,South,country,E
Are You Mine,Loretta Lynn,2018,.016,.96,.3,.5,.984,1973,1932,No,,41,Appalachia,country,C
Five Fingers Left,Loretta Lynn,2008,.0363636363636363,.9090909090909092,.3,0,.9636363636363636,1973,1932,No,,41,Appalachia,country,C
Just To Satisfy The Weakness In A Man,Loretta Lynn,2008,.0695652173913043,.8260869565217391,.4,0,.9304347826086956,1973,1932,No,,41,Appalachia,country,C
Keep Me In Mind,Lynn Anderson,2025,.2866666666666666,.7833333333333333,1.3,.8333333333333334,.7133333333333334,1973,1947,No,,26,Midwest,country,C
Top Of The World,Lynn Anderson,2016,.0193548387096774,.9516129032258064,.6,0,.9806451612903224,1973,1947,No,,26,Midwest,country,C
Baby Dont Get Hooked On Me,Mac Davis,2012,.12359391124871,.8631965944272446,.6,.2222222222222222,.87640608875129,1973,1942,No,,31,South,country,A
Its Hard To Be Humble,Mac Davis,2009,.1954304954304954,.8916546416546417,.4666666666666666,.5555555555555556,.8045695045695046,1973,1942,No,,31,South,country,D
Lucus Was A Redneck,Mac Davis,2022,.3152173913043478,.9456521739130436,.5,1,.6847826086956522,1973,1942,No,,31,South,country,OTHER
Odie Got A Hot Tub,Mac Davis,2019,.0533333333333333,.8666666666666667,.4,1,.9466666666666668,1973,1942,No,,31,South,country,G
The Beer Drinking Song,Mac Davis,2017,.1811320754716981,.9433962264150944,.3,1.166666666666667,.8188679245283019,1973,1942,No,,31,South,country,D
Walking Piece Of Heaven,Marty Robbins,2021,.1555555555555555,.8888888888888888,.3,.1666666666666666,.8444444444444444,1973,1925,No,,48,West,country,G
Remembering,Mel Tillis,2023,.3066666666666666,.8,.9,1.166666666666667,.6933333333333334,1973,1932,No,,41,South,country,D
Stand Beside Me Behind Me,Mel Tillis,2018,.261111111111111,.8888888888888888,.4,0,.7388888888888889,1973,1932,No,,41,South,country,C
I Aint Got Nobody,Merle Haggard,2019,.1363636363636363,.931818181818182,.6,.6666666666666666,.8636363636363636,1973,1937,No,,36,West,country,C
If We Make It Through December,Merle Haggard,2017,.0475247524752475,.9108910891089108,.9,1,.9524752475247524,1973,1937,No,,36,West,country,C
Radiator Man From Wasco,Merle Haggard,2021,.0714285714285714,.8857142857142857,.8,1,.9285714285714286,1973,1937,No,,36,West,country,C
The Emptiest Arms In The World,Merle Haggard,2024,.2809523809523809,.8333333333333334,.7,.6666666666666666,.719047619047619,1973,1937,No,,36,West,country,C
The Seeker,Merle Haggard,2021,.0923076923076923,.7692307692307692,.6,.6666666666666666,.9076923076923076,1973,1937,No,,36,West,country,C
This Is The Song We Sing,Merle Haggard,2017,.0545454545454545,.8636363636363636,.3,.1666666666666666,.9454545454545454,1973,1937,No,,36,West,country,C
Honolulu,Michael Martin Murphey,2016,.4701754385964912,.9298245614035088,.8,1.166666666666667,.5298245614035089,1973,1945,No,,28,South,country,OTHER
Can You Tell Me,Porter Wagoner,2015,.1902439024390244,.926829268292683,.3,0,.8097560975609757,1973,1927,No,,46,Midwest,country,G
If Teardrops Were Pennies,Porter Wagoner,2018,.1386666666666666,.9333333333333332,.5,1.166666666666667,.8613333333333333,1973,1927,No,,46,Midwest,country,C
Lightening The Load,Porter Wagoner,2023,.2857142857142857,.8571428571428572,.6,.5,.7142857142857143,1973,1927,No,,46,Midwest,country,D
Satans River,Porter Wagoner,2015,.2444444444444444,.8888888888888888,.4,0,.7555555555555555,1973,1927,No,,46,Midwest,country,G
The Sun Dont Shine On The Same Dog Every Day,Porter Wagoner,2017,.0307692307692307,.9230769230769232,.5,1.166666666666667,.9692307692307692,1973,1927,No,,46,Midwest,country,D
Angel Band,Ralph Stanley,2018,.0162162162162162,.9594594594594594,.3,.3333333333333333,.9837837837837836,1973,1927,No,,46,South,country,G
Brighter Mansion,Ralph Stanley,2025,.0372093023255813,.9069767441860466,.4,.6666666666666666,.9627906976744186,1973,1927,No,,46,South,country,G
Im Going That Way,Ralph Stanley,2020,.16,.9333333333333332,.3,1.666666666666667,.84,1973,1927,No,,46,South,country,G
Rank Stranger,Ralph Stanley,2006,.0470097865219816,.9190608995487044,.4666666666666666,.6111111111111112,.9529902134780184,1973,1927,No,,46,South,country,D
Shouting On The Hills Of Glory,Ralph Stanley,2021,.3199999999999999,.9,.3,0,.68,1973,1927,No,,46,South,country,G
White Dove,Ralph Stanley,2017,.219753086419753,.9506172839506172,.4,.5,.7802469135802469,1973,1927,No,,46,South,country,E
Dear Mama Im A Cowboy,Red Steagall,2018,.1533613445378151,.8840336134453781,.7,.5,.8466386554621849,1973,1938,No,,35,South,country,OTHER
The Devil Aint A Lonely Womans Friend,Red Steagall,2023,.1061946902654867,.8407079646017699,1.8,.5,.8938053097345133,1973,1938,No,,35,South,country,G
The Fiddle Man,Red Steagall,2020,.1189189189189189,.8648648648648649,.5,0,.8810810810810811,1973,1938,No,,35,South,country,C
Whats Happening In Your World,Red Steagall,2023,.2957746478873239,.8732394366197183,.9,1,.704225352112676,1973,1938,No,,35,South,country,C
All Together Now Lets Fall Apart,Ronnie Milsap,2015,.2577777777777778,.8888888888888888,.5,0,.7422222222222222,1973,1943,No,,30,South,country,C
Brothers Strangers And Friends,Ronnie Milsap,2015,.2633333333333333,.9166666666666666,.5,0,.7366666666666666,1973,1943,No,,30,South,country,C
I Hate You,Ronnie Milsap,2015,.32,.875,.5,0,.6799999999999999,1973,1943,No,,30,South,country,C
Where Love Goes When It Dies,Ronnie Milsap,2022,.196078431372549,.8627450980392157,.7,.6666666666666666,.803921568627451,1973,1943,No,,30,South,country,C
Come Live With Me,Roy Clark,2015,.1655172413793103,.896551724137931,.3,0,.8344827586206897,1973,1933,No,,40,South,country,G
Somewhere Between Love And Tomorrow,Roy Clark,2018,.0931506849315068,.7671232876712328,1.7,.3333333333333333,.9068493150684932,1973,1933,Yes,2,40,South,country,D
Im Not Going Hungry Anymore,Roy Drusky,2024,.2615384615384615,.9230769230769232,.4,.6666666666666666,.7384615384615385,1973,1930,No,,43,South,country,E
Well Sing In The Sunshine,Skeeter Davis,2025,.040625,.921875,.5,1,.959375,1973,1931,No,,42,Appalachia,country,D
What Am I Gonna Do With You,Skeeter Davis,2014,.0608695652173913,.8478260869565217,.7,0,.9391304347826088,1973,1931,No,,42,Appalachia,country,F
Somewhere In The Greenfields Of My Mind,Sonny James,2025,.0444444444444444,.8888888888888888,1,1.166666666666667,.9555555555555556,1973,1929,No,,44,South,country,G
How Can I Tell Him,Tanya Tucker,2016,.224390243902439,.951219512195122,.4,0,.775609756097561,1973,1958,No,,15,South,country,F
Let Me Be There,Tanya Tucker,2016,.2390243902439024,.8780487804878049,.5,0,.7609756097560976,1973,1958,No,,15,South,country,C
Teach Me The Words To Your Song,Tanya Tucker,2016,.2947368421052631,.8157894736842105,.7,0,.7052631578947368,1973,1958,No,,15,South,country,C
The Baptism Of Jesse Taylor,Tanya Tucker,2014,.2106666666666666,.9333333333333332,.5,.1666666666666666,.7893333333333333,1973,1958,No,,15,South,country,G
The Missing Piece Of Puzzle,Tanya Tucker,2016,.1615384615384615,.8846153846153846,.3,0,.8384615384615385,1973,1958,No,,15,South,country,G
Whats Your Mamas Name,Tanya Tucker,2016,.1634615384615384,.9519230769230768,.5,.8333333333333334,.8365384615384616,1973,1958,No,,15,South,country,G
Whats Your Mamas Name Child,Tanya Tucker,2019,.0236559139784946,.956989247311828,.4,.6666666666666666,.9763440860215054,1973,1958,No,,15,South,country,A
Cut The Cornbread Mama,The Osborne Brothers,2021,.2113207547169811,.9245283018867924,.4,.8333333333333334,.7886792452830189,1973,1956,No,,17,Appalachia,country,G
Carry Me Back,The Statler Brothers,2008,.2769230769230769,.8461538461538461,.6,0,.7230769230769231,1973,1955,No,,18,South,country,D
The Woman I Still Love,The Statler Brothers,2022,.028235294117647,.9294117647058824,.6,.1666666666666666,.971764705882353,1973,1955,No,,18,South,country,F
What Do I Care,The Statler Brothers,2024,.0516129032258064,.8709677419354839,.4,0,.9483870967741936,1973,1955,No,,18,South,country,OTHER
Another Town,Tom T. Hall,2016,.032,.92,.6,0,.968,1973,1936,No,,37,Appalachia,country,G
Back When We Were Young,Tom T. Hall,2017,.0307692307692307,.9230769230769232,.3,.5,.9692307692307692,1973,1936,No,,37,Appalachia,country,G
Candy In The Window,Tom T. Hall,2016,.0340425531914893,.9148936170212766,.4,0,.9659574468085106,1973,1936,No,,37,Appalachia,country,D
I Flew Over Our House Last Night,Tom T. Hall,2013,.2,.875,.3,0,.8,1973,1936,No,,37,Appalachia,country,C
It Rained In Every Town Except Paducah,Tom T. Hall,2023,.1890909090909091,.8545454545454545,.8,.8333333333333334,.8109090909090909,1973,1936,No,,37,Appalachia,country,D
Old Five And Dimers Like Me,Tom T. Hall,2016,.0772727272727272,.9090909090909092,.4,0,.9227272727272728,1973,1936,No,,37,Appalachia,country,C
Pay No Attention To Alice,Tom T. Hall,2017,.0750336292709174,.9433683077750874,.45,.5,.9249663707290826,1973,1936,No,,37,Appalachia,country,G
Ravishing Ruby,Tom T. Hall,2014,.2363636363636363,.9090909090909092,.3,0,.7636363636363637,1973,1936,No,,37,Appalachia,country,C
Spokane Motel Blues,Tom T. Hall,2014,.0258064516129032,.935483870967742,.4,.8333333333333334,.9741935483870968,1973,1936,No,,37,Appalachia,country,C
Too Many Do Goods,Tom T. Hall,2016,.04,.9,.4,0,.96,1973,1936,No,,37,Appalachia,country,A
Welcome To My World Of Love,Tommy Overstreet,2023,.1138461538461538,.8769230769230769,.8,.8333333333333334,.8861538461538462,1973,1937,No,,36,South,country,D
Loving Her Was Easier,Tompall And The Glaser Brothers,2014,.108695652173913,.8913043478260869,.5,1,.8913043478260869,1973,1933,No,,40,Midwest,country,G
Midnight Race,Tony Booth,2023,.071875,.9375,.4,.6666666666666666,.928125,1973,1943,No,,30,South,country,D
Tennessee Womens Prison,Wanda Jackson,2024,.0739130434782608,.9130434782608696,.8,1,.9260869565217392,1973,1937,No,,36,South,country,G
Your Memory Comes And Gets Me,Wanda Jackson,2022,.0458333333333333,.9166666666666666,.4,.8333333333333334,.9541666666666668,1973,1937,No,,36,South,country,G
Black Rose,Waylon Jennings,2003,.0162162162162162,.9594594594594594,.3,1.333333333333333,.9837837837837836,1973,1937,No,,36,South,country,E
Freedom To Stay,Waylon Jennings,2003,.0390243902439024,.902439024390244,.4,0,.9609756097560976,1973,1937,No,,36,South,country,A
Games People Play,Waylon Jennings,2020,.1428571428571428,.9428571428571428,.4,1.333333333333333,.8571428571428572,1973,1937,No,,36,South,country,D
Gone To Denver,Waylon Jennings,2020,.0516129032258064,.8709677419354839,.4,0,.9483870967741936,1973,1937,No,,36,South,country,D
Honky Tonk Heroes,Waylon Jennings,2020,.3940298507462686,.9104477611940298,.6,1,.6059701492537314,1973,1937,No,,36,South,country,D
Just To Satisfy You,Waylon Jennings,2021,.0754098360655737,.8852459016393442,.7,1.333333333333333,.9245901639344264,1973,1937,No,,36,South,country,A
Low Down Freedom,Waylon Jennings,2003,.0390243902439024,.902439024390244,.4,0,.9609756097560976,1973,1937,No,,36,South,country,D
Me And Bobby Mcgee,Waylon Jennings,2019,.0526315789473684,.868421052631579,.5,.8333333333333334,.9473684210526316,1973,1937,No,,36,South,country,D
Omaha,Waylon Jennings,2003,.0244897959183673,.9387755102040816,.3,0,.9755102040816328,1973,1937,No,,36,South,country,G
Ride Me Down Easy,Waylon Jennings,2003,.0285714285714285,.9285714285714286,.3,.6666666666666666,.9714285714285714,1973,1937,No,,36,South,country,D
Sandy Sends Her Best,Waylon Jennings,2020,.1545454545454545,.8181818181818181,.8,1.333333333333333,.8454545454545455,1973,1937,No,,36,South,country,C
We Had It All,Waylon Jennings,2003,.1179487179487179,.8205128205128205,1.4,1,.882051282051282,1973,1937,No,,36,South,country,C
Willy The Wandering Gypsy And Me,Waylon Jennings,2021,.01875,.953125,.3,.8333333333333334,.98125,1973,1937,No,,36,South,country,B
You Can Have Her,Waylon Jennings,2017,.0164383561643835,.9589041095890412,.3,1.333333333333333,.9835616438356164,1973,1937,No,,36,South,country,D
Take These Chains From My Heart,Webb Pierce,2022,.2947368421052631,.8947368421052632,.4,.8333333333333334,.7052631578947368,1973,1921,No,,52,South,country,E
A Song For You,Willie Nelson,2023,.1287671232876712,.863013698630137,1,.3333333333333333,.8712328767123287,1973,1933,No,,40,South,country,G
Devil In A Sleepin Bag,Willie Nelson,2019,.0307692307692307,.9230769230769232,.3,.5,.9692307692307692,1973,1933,No,,40,South,country,D
Local Memory,Willie Nelson,2018,.0307692307692307,.9230769230769232,.3,.5,.9692307692307692,1973,1933,No,,40,South,country,A
Sad Songs And Waltzes,Willie Nelson,2016,.1704918032786885,.918032786885246,.5,.8333333333333334,.8295081967213115,1973,1933,No,,40,South,country,A
Shes Not For You,Willie Nelson,2017,.2625,.8125,.6,1,.7375,1973,1933,No,,40,South,country,E
Time Slips Away,Willie Nelson,2013,.12,.85,.6,0,.88,1973,1933,No,,40,South,country,A
Whiskey River,Willie Nelson,2014,.2244897959183673,.8979591836734694,.5,.8333333333333334,.7755102040816326,1973,1933,No,,40,South,country,G
You Look Like The Devil,Willie Nelson,2022,.1421052631578947,.9210526315789472,.3,.6666666666666666,.8578947368421053,1973,1933,No,,40,South,country,D
Bidin My Time,Anne Murray,2015,.2790697674418604,.8604651162790697,.6,.8333333333333334,.7209302325581395,1974,1945,No,,29,Unknown,country,G
Children Of My Mind,Anne Murray,2023,.0613861386138613,.9504950495049505,.5,.5,.9386138613861386,1974,1945,No,,29,Unknown,country,C
Dannys Song,Anne Murray,2010,.0945945945945946,.9054054054054054,.7,0,.9054054054054054,1974,1945,No,,29,Unknown,country,G
Highly Prized Possession,Anne Murray,2023,.1504761904761904,.923809523809524,.8,.6666666666666666,.8495238095238096,1974,1945,No,,29,Unknown,country,G
Just One Look,Anne Murray,2015,.2357142857142857,.8928571428571429,.6,0,.7642857142857142,1974,1945,No,,29,Unknown,country,C
Put Your Hand In The Hand,Anne Murray,2016,.3033333333333333,.9166666666666666,1,.3333333333333333,.6966666666666667,1974,1945,No,,29,Unknown,country,G
Real Emotion,Anne Murray,2022,.3381818181818182,.8909090909090909,.6,.6666666666666666,.6618181818181819,1974,1945,No,,29,Unknown,country,C
Uproar,Anne Murray,2023,.081967213114754,.918032786885246,.5,.6666666666666666,.918032786885246,1974,1945,No,,29,Unknown,country,C
What About Me,Anne Murray,2014,.0571428571428571,.9285714285714286,.6,0,.9428571428571428,1974,1945,No,,29,Unknown,country,E
Out In The Cold World,Bill Monroe & His Blue Grass Boys,2022,.0133333333333333,.9666666666666668,.3,.8333333333333334,.9866666666666668,1974,1911,No,,63,Appalachia,country,C
Arkansas Red,Billy Crash Craddock,2023,.0444444444444444,.8888888888888888,.8,1,.9555555555555556,1974,1939,No,,35,South,country,D
Big Balls In Cowtown,Bob Wills & His Texas Playboys,2019,.19,.9,.4,.6666666666666666,.8100000000000001,1974,1905,No,,69,South,country,G
I Wonder If You Feel The Way I Do,Bob Wills & His Texas Playboys,2024,.2142857142857142,.8928571428571429,.3,.6666666666666666,.7857142857142858,1974,1905,No,,69,South,country,G
Keeper Of My Heart,Bob Wills & His Texas Playboys,2019,.3294117647058823,.8823529411764706,.2,.1666666666666666,.6705882352941177,1974,1905,No,,69,South,country,C
Playboy Theme,Bob Wills & His Texas Playboys,2017,.0326530612244897,.9183673469387756,.4,1.333333333333333,.9673469387755104,1974,1905,No,,69,South,country,G
